,skills,positions,about,degree
97,"['Experimenten opzetten', 'Teamleiderschap', 'Teammanagement', 'Public Space', 'Mediation', 'Politiek Advies', 'Projectmanagement', 'Verandermanagement', 'Bemiddeling', 'Kwartiermaker', 'Politiek advies', 'Account Management', 'Event Management', 'Selling', 'Organizational Development', 'Organizing', 'Project Coordination', 'Project Finance', 'Policy Analysis', 'Public Policy', 'Mediation', 'Projectmanagement', 'Account Management', 'Event Management', 'Selling', 'Organizational Development', 'Project Coordination', 'Project Finance', 'Policy Analysis', 'Public Policy', 'HR Policies', 'Networking', 'Event Planning', 'Change Management', 'Project Planning', 'Project Management', 'Recruiting', 'Program Management', 'Policy', 'Operations Management', 'Management', 'Teamwork', 'Leadership', 'Public Speaking', 'Public Space']","['Senior Project Manager', 'Crisis Liaison Officer (OVD) City of Amsterdam', 'Owner', 'City of Amsterdam', 'Project Manager & Team Lead']","A creative, pragmatic and hardworking allround urban professional focused on growing in the field of strategic project & crisis management. Coordinated and has lead different projects in the field of; social services , building and planning, safety and sport & healthcare department. Matthew can also be hired as an chairman or discussion leader for various business meetings and incentives. Strong project management skills with a passion to lead complex programs and projects. Specialties: Organization, politics, networking, selling, writing, leadership, event management and stage performance skills.Insights discovery model : Orange (Motivator) Belbin preferance : Shaper / PlantA creative, pragmatic and hardworking allround urban professional focused on growing in the field of strategic project & crisis management. Coordinated and has lead different projects in the field of; social services , building and planning, safety and sport & healthcare department. 
Matthew can also be hired as an chairman or discussion leader for various business meetings and incentives. 

Strong project management skills with a passion to lead complex programs and projects. 
Specialties: Organization, politics, networking, selling, writing, leadership, event management and stage performance skills.

Insights discovery model : Orange (Motivator) 
Belbin preferance : Shaper / Plant","['Master of Arts - MA, City/Urban, Community and Regional Planning', 'Bachelor of Business Administration - BBA, (ALO) Sport Management & Business']"
98,"['Clinical Research', 'Developmental Psychopathology', 'Proposal Writing', 'Critical Thinking', 'Project Coordination', 'Sustainability', 'Academic Writing', 'Engaging People', 'Presentation Skills', 'R (Programming Language)', 'Meta-analysis', 'Scientific Writing', 'Scientific Communications', 'Coaching', 'Written Communication', 'Collaborative Problem Solving', 'Microsoft Office', 'Organizational Culture', 'Interpersonal Skills', 'Candidate Selection', 'Clinical Research', 'Developmental Psychopathology', 'Proposal Writing', 'Project Coordination', 'Sustainability', 'Academic Writing', 'Presentation Skills', 'Meta-analysis', 'Scientific Writing', 'Scientific Communications', 'Coaching', 'Written Communication', 'Organizational Culture', 'Candidate Selection', 'Interviewing', 'Early Childhood Education', 'Assistant Teaching', 'Guided Reading', 'Research', 'Human Resources (HR)', 'R (Programming Language)', 'Microsoft Office', 'Critical Thinking', 'Engaging People', 'Collaborative Problem Solving', 'Interpersonal Skills', 'Public Speaking', 'Teamwork', 'Problem Solving', 'Organization Skills', 'Communication', 'Leadership', 'Writing', 'Management', 'Analytical Skills']","['Vrije Universiteit Amsterdam (VU Amsterdam)', 'Lead Project Coordinator', 'Travel', 'Volunteer in Psychology', 'Junior Professional researcher']","Welcome to my profile where you will see and realize that besides being a passionate and creative professional with skills in research, teaching and collaborative work, I also develop in other domains of life. You will also notice that not all professionals have the opportunity to exercise their degree in a single, linear, defined way, but they still can be up-to-date, professional, be open to learn different things, bring different/diverse/refreshing ideas and they never stop living up to their own standards of honesty, dignity and kindness. Professionally, I like to work in challenging environments, with people from different socioculturalcontexts and in the clinical-social and educational research fields to achieve innovative synergies. I also advocate for work spaces with high psychological safety. This is, spaces where actions speak louder than words, and there is absolute respect and encouragement for Self-determination and Individual/Collective Dignity. My main topics of interest in research are: human psychopathology, psychological development, education,  co-creation, social determinants of health, meta-analysis, human rights, fascism and ideologies influences in daily life. For academic writing: https://www.researchgate.net/profile/Paula-Quijano-2 <<< Bi-annual in Innsbruck as Aurora student Ambassador: https://vu.nl/en/about-vu/more-about/bi-annual-in-innsbruck Enjoy the reading Ü.Welcome to my profile where you will see and realize that besides being a passionate and creative professional with skills in research, teaching and collaborative work, I also develop in other domains of life. 

You will also notice that not all professionals have the opportunity to exercise their degree in a single, linear, defined way, but they still can be up-to-date, professional, be open to learn different things, bring different/diverse/refreshing ideas and they never stop living up to their own standards of honesty, dignity and kindness. 

Professionally, I like to work in challenging environments, with people from different sociocultural
contexts and in the clinical-social and educational research fields to achieve innovative synergies. I also advocate for work spaces with high psychological safety. This is, spaces where actions speak louder than words, and there is absolute respect and encouragement for Self-determination and Individual/Collective Dignity. 

My main topics of interest in research are: human psychopathology, psychological development, education,  co-creation, social determinants of health, meta-analysis, human rights, fascism and ideologies influences in daily life. 

For academic writing: https://www.researchgate.net/profile/Paula-Quijano-2 <<< 
Bi-annual in Innsbruck as Aurora student Ambassador: https://vu.nl/en/about-vu/more-about/bi-annual-in-innsbruck 

Enjoy the reading Ü.","['Research Master, Clinical & Developmental Psychopathology', 'Psychologist, Psychology']"
99,"['Project Management', 'R (Programming Language)', 'Python (Programming Language)', 'Business Intelligence (BI)', 'Team Leadership', 'SQL', 'Social Media Marketing', 'Budgeting', 'Market Research', 'Digital Marketing', 'Web Development', 'Online Advertising', 'Microsoft Excel', 'PHP', 'WordPress', 'Google Analytics', 'Google Ads', 'JavaScript', 'Cascading Style Sheets (CSS)', 'HTML5', 'Project Management', 'Business Intelligence (BI)', 'Social Media Marketing', 'Budgeting', 'Market Research', 'Digital Marketing', 'Web Development', 'Online Advertising', 'Descriptive Analysis', 'Predictive Analytics', 'Data Analytics', 'Website Building', 'Data Visualization', 'Analytics', 'Social Media', 'Event Production', 'R (Programming Language)', 'Python (Programming Language)', 'SQL', 'Microsoft Excel', 'PHP', 'WordPress', 'Google Analytics', 'Google Ads', 'JavaScript', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'Microsoft PowerPoint', 'Team Leadership', 'Negotiation', 'Analytical Skills']","['Project Manager', 'Country Operations Manager', 'Lecturer', 'Events Coordinator', 'Marketing and Business Intelligence Analyst']",nan,"['Master of Science - MS, Bioinformatics and Systems Biology', 'Master of Science - MS, Bioinformatics and Systems Biology ']"
100,"['Dutch', 'Business Economics', 'Marketing Communications', 'Social Media Marketing', 'Digital Marketing', 'Data Visualization', 'Microsoft Office', 'Research', 'IBM SPSS Statistics', 'Data Entry', 'Website Design', 'Computer Graphics', 'Social Media', 'Graphic Design', 'Analytical Skills', 'Project Management', 'IBM SPSS', 'Microsoft PowerPoint', 'Microsoft Word', 'Microsoft Excel', 'Business Economics', 'Marketing Communications', 'Social Media Marketing', 'Digital Marketing', 'Data Visualization', 'Research', 'Data Entry', 'Website Design', 'Computer Graphics', 'Social Media', 'Graphic Design', 'Project Management', 'Marketing', 'Qualitative & Quantitative Research Methodologies', 'Data Analysis', 'Report Writing', 'Customer Experience', 'Quantitative Research', 'Statistical Modeling', 'Content Marketing', 'Microsoft Office', 'IBM SPSS Statistics', 'IBM SPSS', 'Microsoft PowerPoint', 'Microsoft Word', 'Microsoft Excel', 'Adobe Photoshop', 'Adobe Illustrator', 'Microsoft Power BI', 'Analytical Skills', 'Leadership', 'Teamwork', 'Management', 'Communication', 'Dutch', 'English']","['Research Assistant', 'Senior Student Volunteer', 'Marketing Communications Intern', 'Graphic Design and Museum Services Intern', 'Columbia College Chicago']","Yilan Wang (王翊岚 in Chinese) was born in Beijing and completed her dual bachelor's degree of Art Management and Economics both in China and in the United States. She is at present enrolled in the programme of Communication Science at University of Amsterdam, and is open to a variety of new opportunities. Her concentration of study and work is on marketing, event / project management and academic research.She possesses an open, cross-cultural mindset which enables her to live in a rapid-changing environment that values creativity and diversity. Besides these, she has great interests in arts, museum studies, new technologies, beer and football.Yilan Wang (王翊岚 in Chinese) was born in Beijing and completed her dual bachelor's degree of Art Management and Economics both in China and in the United States. She is at present enrolled in the programme of Communication Science at University of Amsterdam, and is open to a variety of new opportunities. Her concentration of study and work is on marketing, event / project management and academic research.

She possesses an open, cross-cultural mindset which enables her to live in a rapid-changing environment that values creativity and diversity. Besides these, she has great interests in arts, museum studies, new technologies, beer and football.

 
              ","[""Research Master's degree, Communication Science"", 'Diploma of Education, Dutch']"
101,"['English', 'Python', 'Data Analysis', 'Analytical Skills', 'Teamwork', 'Dutch', 'C++', 'Microsoft Office', 'Computer Science', 'Data Analytics', 'Statistics', 'Statistical Data Analysis', 'Presentations', 'Complex Systems', 'Data Analysis', 'Computer Science', 'Data Analytics', 'Statistics', 'Statistical Data Analysis', 'Presentations', 'Complex Systems', 'Python', 'C++', 'Microsoft Office', 'Analytical Skills', 'Teamwork', 'English', 'Dutch']","['UvA', 'Researcher ', 'Bartender', 'Researcher', 'Medewerker Verkoopklaar']","I combine highly developed analytical skills with excellent interpersonal skills. I am looking for intellectually challenging opportunities where I can solve problems and have a positive impact on the world, while continuing to learn and improve every day.I love to learn and master different subjects in short amounts of time, which can be seen by my research in different subjects: I have created a website with interactive data visualization on binary stars, done research in chemical networks in biology and recently finished research in modelling Hydrology located in San Diego.My focus lies on big picture ideas and I care about a pragmatic and results driven methodology. I am a confident presenter and like to convey messages I can stand behind. I work with a high level of autonomy, and like to build a social network with the people I work with. I care about both my physical and mental health and know my boundaries.Machine Learning | Quantitative | Research | Analyst | Mathematics | Engineering | Development | Sustainability | Data Mining | Decision Making | English | Physics | Data Science | AI I combine highly developed analytical skills with excellent interpersonal skills. I am looking for intellectually challenging opportunities where I can solve problems and have a positive impact on the world, while continuing to learn and improve every day.

I love to learn and master different subjects in short amounts of time, which can be seen by my research in different subjects: I have created a website with interactive data visualization on binary stars, done research in chemical networks in biology and recently finished research in modelling Hydrology located in San Diego.

My focus lies on big picture ideas and I care about a pragmatic and results driven methodology. I am a confident presenter and like to convey messages I can stand behind. I work with a high level of autonomy, and like to build a social network with the people I work with. I care about both my physical and mental health and know my boundaries.


Machine Learning | Quantitative | Research | Analyst | Mathematics | Engineering | Development | Sustainability | Data Mining | Decision Making | English | Physics | Data Science | AI 

 
              ","['Master’s Degree, Theoretical Physics', 'Bachelor’s Degree, Physics and Astrophysics']"
102,"['Research', 'Editing', 'Microsoft Office', 'Managing Database', 'Museums', 'History', 'Academic Writing', 'Art History', 'Field Work', 'Museum Collections', 'Cultural Heritage', 'Social Media', 'Grant Writing', 'Copy Editing', 'Text Editing', 'Event Planning', 'InDesign', 'salesforce', 'WordPress', 'Instructure Canvas', 'Research', 'Editing', 'Managing Database', 'Museums', 'History', 'Academic Writing', 'Art History', 'Field Work', 'Museum Collections', 'Cultural Heritage', 'Social Media', 'Grant Writing', 'Copy Editing', 'Text Editing', 'Event Planning', 'Qualitative Research', 'Coaching', 'Teaching', 'Written Communication', 'Presentation Skills', 'Microsoft Office', 'InDesign', 'salesforce', 'WordPress', 'Instructure Canvas', 'Public Speaking', 'organizational skills', 'Skilled Multi-tasker', 'Problem Solving', 'Communication', 'Analytical Skills', 'French', 'Dutch', 'English']",['nan'],nan,['nan']
103,"['Documentation', 'Machine Learning', 'PySpark', 'Databricks', 'Mathematics', 'Python', 'Physics', 'C++', 'Microsoft Office', 'Research', 'Science', 'Documentation', 'Machine Learning', 'Mathematics', 'Physics', 'Research', 'Science', 'PySpark', 'Databricks', 'Python', 'C++', 'Microsoft Office']","['Junior Data Scientist', 'UvA', 'Voting Section Organiser ', 'Personal Tutor', 'Voting Section Organiser']","Data and science enthusiast. Looking for opportunities to further broaden and develop my knowledge in both theoretical and applied fields. Willing to learn and develop myself in order to reach my ultimate goal: a better understanding of how people perceive and use complex systems and data. Enjoy both problem solving and scientific research, as well as working as part of a team or independently. Passionate about science communication (especially through presentation). Keen on travelling and meeting people from around the world.I am passionate about the intersection of finance, data science, and sustainability, and I am always seeking opportunities to drive positive change in the industry. Let's explore how we can collaborate for a more resilient and responsible financial landscape.Data and science enthusiast. Looking for opportunities to further broaden and develop my knowledge in both theoretical and applied fields. Willing to learn and develop myself in order to reach my ultimate goal: a better understanding of how people perceive and use complex systems and data. Enjoy both problem solving and scientific research, as well as working as part of a team or independently. Passionate about science communication (especially through presentation). Keen on travelling and meeting people from around the world.
I am passionate about the intersection of finance, data science, and sustainability, and I am always seeking opportunities to drive positive change in the industry. Let's explore how we can collaborate for a more resilient and responsible financial landscape.

 
              ","['Master of Science - MS, Physics and Astronomy', 'Bachelor of Science - BS, Physics']"
104,"['Research', 'Policy Analysis', 'Higher Education', 'Marketing', 'Public Policy', 'Science', 'Policy', 'Event Planning', 'Strategic Planning', 'Politics', 'Government', 'Editing', 'Translation', 'Sustainability', 'Non-profits', 'Social Media', 'Public Relations', 'Ciências', 'Ensino superior', 'Recruiting', 'Research', 'Policy Analysis', 'Higher Education', 'Marketing', 'Public Policy', 'Science', 'Policy', 'Event Planning', 'Politics', 'Government', 'Editing', 'Translation', 'Sustainability', 'Non-profits', 'Social Media', 'Public Relations', 'Ciências', 'Ensino superior', 'Recruiting', 'Social Media Marketing', 'Microsoft Word', 'Microsoft Office', 'Microsoft Excel', 'PowerPoint', 'Strategic Planning', 'Public Speaking', 'Portuguese', 'Serbian']","['Vrije Universiteit Amsterdam (VU Amsterdam)', 'Business Consulting and Strategy Board Member', 'Member of the S&T Board of Advisors', 'Advisor Health Research Strategy', 'Advisor International Partnerships Higher Education']","I am an Assistant Professor (with tenure) in Breakthrough Technologies, Management and Policy and an Associate Lead of the Breakthrough Technology Innovation Group. With 10 years of research experience I have a deep understanding of how emerging and disruptive technologies can be leveraged to create sustainable solutions for the world's most pressing problems in i.e. healthcare, energy systems, city development, agriculture and food systems, and higher education. My work has focused on the nature and nurture side of breakthrough technology, looking into the techno-economic viability for its implementation and considering organizational and individual aspects in fostering deep tech ventures in the process. Besides, I also have a proven track record of developing innovative solutions that have real-world impact. I have published in several respected journals on the topic such as Technology Forecasting and Social Change, Renewable Energy, Studies in Higher Education, Higher Education Policy, among others. Working on a better worldI have worked with a variety of organizations, from startups (e.g. Fitsurance, Preactive) to universities and governments (e.g. Portugal) to help them identify and capitalize on new opportunities in the technology and sustainability sectors. Currently, I am the scientific coordinator of the Knowledge for People, the Planet and Prosperity through Partnerships which promotes collaborative projects fostering Human Agency and the governance of data ecologies to achieve Sustainable and Healthy Territories and reduce inequalities in the digital age, together with “Net Zero” societies https://k4palliances.com.Education and international collaborationI hold a double PhD degree from ISCTE, the Open University in Lisbon and the Vrije Universiteit Amsterdam, and continue to push the boundaries of breakthrough and deep tech research through ongoing collaboration with colleagues in academia and industry. Among others, my international collaborations extend to universities in Germany (Munster University of Applied Sciences), Portugal (University of Lisbon; Aveiro University), US (MIT Media Lab), Japan (Waseda and Sophia University) and Sweden.I am an Assistant Professor (with tenure) in Breakthrough Technologies, Management and Policy and an Associate Lead of the Breakthrough Technology Innovation Group. With 10 years of research experience I have a deep understanding of how emerging and disruptive technologies can be leveraged to create sustainable solutions for the world's most pressing problems in i.e. healthcare, energy systems, city development, agriculture and food systems, and higher education. 
My work has focused on the nature and nurture side of breakthrough technology, looking into the techno-economic viability for its implementation and considering organizational and individual aspects in fostering deep tech ventures in the process. Besides, I also have a proven track record of developing innovative solutions that have real-world impact. I have published in several respected journals on the topic such as Technology Forecasting and Social Change, Renewable Energy, Studies in Higher Education, Higher Education Policy, among others. 

Working on a better world
I have worked with a variety of organizations, from startups (e.g. Fitsurance, Preactive) to universities and governments (e.g. Portugal) to help them identify and capitalize on new opportunities in the technology and sustainability sectors. Currently, I am the scientific coordinator of the Knowledge for People, the Planet and Prosperity through Partnerships which promotes collaborative projects fostering Human Agency and the governance of data ecologies to achieve Sustainable and Healthy Territories and reduce inequalities in the digital age, together with “Net Zero” societies https://k4palliances.com.

Education and international collaboration
I hold a double PhD degree from ISCTE, the Open University in Lisbon and the Vrije Universiteit Amsterdam, and continue to push the boundaries of breakthrough and deep tech research through ongoing collaboration with colleagues in academia and industry. Among others, my international collaborations extend to universities in Germany (Munster University of Applied Sciences), Portugal (University of Lisbon; Aveiro University), US (MIT Media Lab), Japan (Waseda and Sophia University) and Sweden.","['Doctor of Philosophy - PhD, Organization Science', 'Doctor of Philosophy (Ph.D.), Public Policy Analysis']"
105,"['Mathematics', 'Programming', 'Physics', 'Object-Oriented Programming (OOP)', 'Numerical Analysis', 'Microsoft Excel', 'Microsoft Office', 'LaTeX', 'Microsoft Word', 'Linux', 'Windows', 'Python (Programming Language)', 'C (Programming Language)', 'C++', 'Java', 'R', 'Mathematica', 'Wolfram Language', 'English', 'French', 'Mathematics', 'Programming', 'Physics', 'Object-Oriented Programming (OOP)', 'Numerical Analysis', 'Functional Programming', 'Lisp', 'Scheme', 'Category Theory', 'Linear Algebra', 'Mathematical Analysis', 'Abstract Algebra', 'Graph Theory', 'Calculus', 'Algebra', 'x86 Assembly', 'Statistics', 'Probability Theory', 'Set Theory', 'Microsoft Excel', 'Microsoft Office', 'LaTeX', 'Microsoft Word', 'Linux', 'Windows', 'Python (Programming Language)', 'C (Programming Language)', 'C++', 'Java', 'R', 'Mathematica', 'Wolfram Language', 'English', 'French', 'Racket']","['Teaching Assistant', 'Student Tutor', 'Student Tutor', 'Summer Student', 'Moderator']","I got my Bachelor's in Mathematics at the University of Liege with highest praise. After that, I decided to join the Master of Logic at the Institute for Logic, Language and Computation (ILLC) in Amsterdam, and specialised in abstract mathematics and theoretical computer science. I successfully defended my thesis titled ""Hereditary structural completeness of weakly transitive modal logics"" in August 2023, and graduated from the Master of Logic with a GPA of 8.76/10.I am now going to join the University of Luxembourg as a PhD student, where I hope to keep researching logic, algebra and topology, as well as the connections between these topics.I also have some experience in programming. Throughout my education, I mastered languages such as Python, C, Java and Haskell and acquired skills such as object-oriented programming, functional programming and formal verification (using proof assistants).My theoretical computer science knowledge ranges over lambda calculus, various type theories, automata theory and complexity theory.For a survey of my writing samples, please have a look at my personal webpage. For an overview of my programming projects, you can consult my GitHub profile.I got my Bachelor's in Mathematics at the University of Liege with highest praise. After that, I decided to join the Master of Logic at the Institute for Logic, Language and Computation (ILLC) in Amsterdam, and specialised in abstract mathematics and theoretical computer science. I successfully defended my thesis titled ""Hereditary structural completeness of weakly transitive modal logics"" in August 2023, and graduated from the Master of Logic with a GPA of 8.76/10.
I am now going to join the University of Luxembourg as a PhD student, where I hope to keep researching logic, algebra and topology, as well as the connections between these topics.

I also have some experience in programming. Throughout my education, I mastered languages such as Python, C, Java and Haskell and acquired skills such as object-oriented programming, functional programming and formal verification (using proof assistants).
My theoretical computer science knowledge ranges over lambda calculus, various type theories, automata theory and complexity theory.

For a survey of my writing samples, please have a look at my personal webpage. For an overview of my programming projects, you can consult my GitHub profile.

 
              ","['Master of Science - MS, Logic', 'Bachelor of Science - BS, Mathematics']"
106,"['Python', 'Spark', 'Data Analysis', 'Computational Biology', 'Natural Language Processing', 'Biostatistiek', 'R', 'Spark', 'Data Analysis', 'Computational Biology', 'Natural Language Processing', 'Biostatistiek', 'Python', 'R']","['Web Developer', 'Research Intern', 'Chef De Cuisine']","I recently graduated with my Masters in Computational Science and am looking for the next challenge and learning opportunity. My main goal at the moment is to grow. Grow as a person, as a software engineer, and as part of a team. Because I believe and have learned, that in order to grow and thrive, we need an inspiring environment that challenges us. My passion lies in unraveling behaviors of complex systems. I prefer using a top-down approach to answering questions. Instead of zooming into the details of the problem, I am more interested in how pieces of the problem interact. The first complex system I studied was the human brain, during my bachelor's in Psychobiology. Afterward, I broadened my view during my Masters in Computational Science. Even though I enjoy the freedom of the academic world, I am really looking forward to working on projects that actually have a direct impact. In the last three years of my studies, I have become very comfortable coding in Python, which has given me a good foundation for switching to other coding languages. I have done small projects in R, C, and Javascript. In my master courses, I have learned a wide range of techniques including large-scale data engineering, basic data mining techniques, and some more advanced machine learning techniques like Natural Language Processing and Convolutional Neural Networks. I recently graduated with my Masters in Computational Science and am looking for the next challenge and learning opportunity. My main goal at the moment is to grow. Grow as a person, as a software engineer, and as part of a team. Because I believe and have learned, that in order to grow and thrive, we need an inspiring environment that challenges us. 

My passion lies in unraveling behaviors of complex systems. I prefer using a top-down approach to answering questions. Instead of zooming into the details of the problem, I am more interested in how pieces of the problem interact. The first complex system I studied was the human brain, during my bachelor's in Psychobiology. Afterward, I broadened my view during my Masters in Computational Science. Even though I enjoy the freedom of the academic world, I am really looking forward to working on projects that actually have a direct impact. 

In the last three years of my studies, I have become very comfortable coding in Python, which has given me a good foundation for switching to other coding languages. I have done small projects in R, C, and Javascript. In my master courses, I have learned a wide range of techniques including large-scale data engineering, basic data mining techniques, and some more advanced machine learning techniques like Natural Language Processing and Convolutional Neural Networks. 

 
              ","[""Bachelor's degree, Psychbiology"", 'Master, Computational science']"
107,"['Business-to-Business (B2B)', 'Project Management', 'Stakeholder Management', 'Problem Solving', 'Personal Branding', 'Software as a Service (SaaS)', 'Candidate Experience', 'Recruiting', 'Engaging People', 'Consulting', 'Office Administration', 'Sales', 'Human Resources (HR)', 'Customer Relationship Management (CRM)', 'CRM', 'Strategy', 'International Relations', 'Microsoft Excel', 'Microsoft Office', 'Teamwork', 'Business-to-Business (B2B)', 'Project Management', 'Stakeholder Management', 'Candidate Experience', 'Recruiting', 'Consulting', 'Office Administration', 'Sales', 'Human Resources (HR)', 'Customer Relationship Management (CRM)', 'CRM', 'International Relations', 'Interviewing', 'Talent Management', 'Customer Service', 'Executive Management', 'Customer Support', 'Sourcing', 'International Recruitment', 'Brazilian Portuguese', 'Software as a Service (SaaS)', 'Microsoft Excel', 'Microsoft Office', 'Problem Solving', 'Personal Branding', 'Engaging People', 'Strategy', 'Teamwork', 'Management', 'Communication', 'Leadership', 'Relationship Building', 'Multitasking', 'Skilled Multi-tasker', 'Interpersonal Skills', 'Negotiation', 'Supervisory Skills', 'English', 'Portuguese', 'Spanish', 'Dutch']","['Recruitee', 'International Recruiter', 'BWB Flex BV', 'International Recruiter', 'Owner']","👋Hey there, great to see you here!My life goal is to inspire people and help the world to be a better place for everyone. It sounds cheesy, I know, but it's true. :)Professionally, I encourage others to get one step closer to their best version, by exchanging experiences and guiding professionals to a brighter future in the Netherlands. In my private life, in 2018, via my Instagram page, I created a project called ""Brasileiras na Holanda"", where I organize encounters of Brazilian women living in the Netherlands, helping them to meet each other and to create a support network in the ""tulip and windmill"" country, so far we have already had 15 meetings, and many connections were created. I am proud to say that I have already connected over 200 women through this beautiful project.I was born in Brazil and since I moved to the Netherlands, in 2014, I have been working as International Recruiter. I have also lived in NY, the US, for a while, and it was a blast! * Yes, I love travelling (and living) around the world and eating my way through the places I visit. I thrive in rapidly growing, innovative organizations, I’m passionate about providing the best recruiting experience for candidates and hiring managers in an end-to-end recruitment process.Hands-on experience with international databases, focusing on the desired project result. I enjoy bringing in and executing new ideas, as well as working on improving existing processes in order to elevate positive results.My Bachelor's degree is in Tourism Management, but recruitment took my heart, so here I'm! I speak English and Portuguese at a fluent level, advanced Dutch and intermediate Spanish, so I guess I can cover a lot!🌎 Characteristics:✶ Communicative✶ Positivity✶ Engaging people Full-on yellow energy! :) Ah, because of my passion for social media, over the last six years, I have been in charge of the social media channels of the companies I worked for.Dutch nationalityInternational | Recruitment | Business Development and Strategic Marketing | Lead Generation | Innovation | Customer Focus | CRM | Passion|  LATAM | Team Worker | Flexibility | Candidate journey freak!👋Hey there, great to see you here!

My life goal is to inspire people and help the world to be a better place for everyone. It sounds cheesy, I know, but it's true. :)

Professionally, I encourage others to get one step closer to their best version, by exchanging experiences and guiding professionals to a brighter future in the Netherlands. 
In my private life, in 2018, via my Instagram page, I created a project called ""Brasileiras na Holanda"", where I organize encounters of Brazilian women living in the Netherlands, helping them to meet each other and to create a support network in the ""tulip and windmill"" country, so far we have already had 15 meetings, and many connections were created. I am proud to say that I have already connected over 200 women through this beautiful project.

I was born in Brazil and since I moved to the Netherlands, in 2014, I have been working as International Recruiter. I have also lived in NY, the US, for a while, and it was a blast! * Yes, I love travelling (and living) around the world and eating my way through the places I visit. 

I thrive in rapidly growing, innovative organizations, I’m passionate about providing the best recruiting experience for candidates and hiring managers in an end-to-end recruitment process.
Hands-on experience with international databases, focusing on the desired project result. 
I enjoy bringing in and executing new ideas, as well as working on improving existing processes in order to elevate positive results.

My Bachelor's degree is in Tourism Management, but recruitment took my heart, so here I'm! 

I speak English and Portuguese at a fluent level, advanced Dutch and intermediate Spanish, so I guess I can cover a lot!🌎 

Characteristics:
✶ Communicative
✶ Positivity
✶ Engaging people 

Full-on yellow energy! :) Ah, because of my passion for social media, over the last six years, I have been in charge of the social media channels of the companies I worked for.

Dutch nationality
International | Recruitment | Business Development and Strategic Marketing | Lead Generation | Innovation | Customer Focus | CRM | Passion|  LATAM | Team Worker | Flexibility | Candidate journey freak!","['Postgraduate Degree, Professional Recruiter', 'Business/Corporate Communications']"
108,"['360 Campaigns', 'Project Management', 'Identifying Trends', 'Organization Skills', 'Attention to Detail', 'Television', 'Marketing Communications', 'Campaign Analytics', 'Marketing Campaigns', 'Content Creation', 'Digital Marketing Agencies', 'Content Marketing', 'Social Media Strategy', 'Digital Content', 'Brand Awareness', 'Digital Channels', 'Campaign Management', 'E-Commerce', 'Launches', 'Web Analytics', '360 Campaigns', 'Project Management', 'Identifying Trends', 'Television', 'Marketing Communications', 'Campaign Analytics', 'Marketing Campaigns', 'Content Creation', 'Content Marketing', 'Social Media Strategy', 'Digital Content', 'Brand Awareness', 'Digital Channels', 'Campaign Management', 'E-Commerce', 'Web Analytics', 'Copywriting', 'Communications Strategy', 'Brand Management', 'Digital Communication Strategy', 'Sprinklr', 'SAP Sales & Distribution', 'Microsoft Office', 'InDesign', 'Microsoft Excel', 'Microsoft Word', 'Instagram', 'Facebook', 'Twitter', 'YouTube', 'Google Analytics', 'Canva', 'SPSS', 'Organization Skills', 'Attention to Detail', 'Communication', 'Interpersonal Skills', 'Digital Marketing Agencies', 'Launches']","['Marketing Specialist, Running EMEA', 'Digital Media Executive', ' Editor Intern']","🚀 Passionate marketer with a track record of orchestrating impactful campaigns within major corporations. 📚 Always curious and forever learning, I thrive on embracing new challenges and opportunities. Whether diving into a fresh sport, experimenting with a new recipe, or mastering a novel skill, I firmly believe in pushing boundaries.🌱 Deeply drawn to brands that make a meaningful impact on people's lives, I'm eager to apply my skills to create positive change and elevate brand experiences.Feel free to reach out – I'm just a message away.🚀 Passionate marketer with a track record of orchestrating impactful campaigns within major corporations. 

📚 Always curious and forever learning, I thrive on embracing new challenges and opportunities. Whether diving into a fresh sport, experimenting with a new recipe, or mastering a novel skill, I firmly believe in pushing boundaries.

🌱 Deeply drawn to brands that make a meaningful impact on people's lives, I'm eager to apply my skills to create positive change and elevate brand experiences.

Feel free to reach out – I'm just a message away.

 
              ","[""Master's degree, Marketing"", 'Bachelor’s Degree, Communication and Media Studies']"
