,skills,positions,about,degree
157,"['English', 'Dutch', 'Mandarin', 'Foreign Languages', 'Foreign Languages', 'English', 'Dutch', 'Mandarin']","['ESN The Hague', 'Student Consultant for the World Trade Organisation', 'Medewerker SC Hypotheken Backoffice BLG Wonen', 'Customer Care Representative']",nan,"[""Master's degree, Crisis & Security Management"", 'Honours, Leiden Leadership Programme']"
158,"['Architecture', 'Software Engineering', 'Knowledge Management', 'Coaching', 'Teaching', 'Curriculum Development', 'Enterprise Architecture', 'Program Management', 'Software Development', 'Training', 'SOA', 'Agile Methodologies', 'Cloud Computing', 'Business Strategy', 'IT Strategy', 'Business Architecture', 'Strategy', 'Enterprise Software', 'Governance', 'Information Management', 'Architecture', 'Software Engineering', 'Knowledge Management', 'Coaching', 'Teaching', 'Curriculum Development', 'Enterprise Architecture', 'Program Management', 'Software Development', 'Training', 'SOA', 'Agile Methodologies', 'Cloud Computing', 'Business Strategy', 'IT Strategy', 'Business Architecture', 'Information Management', 'Architectures', 'TOGAF', 'Software Project Management', 'Enterprise Software', 'Strategy', 'Management']","['Chief Executive Officer', 'Lecturer in digital strategy & transformation for supervisory board members', 'Member Board Of Trustees', 'Founder', 'Ordina']","Throughout my 15+ year career I have focused on helping organizations getting more value out of IT and digital. Often this has not much to do with changing or investing in technology. It is almost always primarily about culture, leadership, and organizational transformation. In my view, in these disruptive times, digital-driven innovation and organizational transformation is urgent and a necessity for organizations to survive.I am passionate about building High-Performance Digital Organizations. I strive to make as much positive impact as possible by leading and transforming organizations, by taking sr. management and non-executive positions. In addition, I am committed to inspiring and developing as many leaders and professionals as possible. I thus actively participate in various communities and share my knowledge and experiences via training, coaching and consulting activities.Throughout my 15+ year career I have focused on helping organizations getting more value out of IT and digital. Often this has not much to do with changing or investing in technology. It is almost always primarily about culture, leadership, and organizational transformation. In my view, in these disruptive times, digital-driven innovation and organizational transformation is urgent and a necessity for organizations to survive.

I am passionate about building High-Performance Digital Organizations. I strive to make as much positive impact as possible by leading and transforming organizations, by taking sr. management and non-executive positions. In addition, I am committed to inspiring and developing as many leaders and professionals as possible. I thus actively participate in various communities and share my knowledge and experiences via training, coaching and consulting activities.

 
              ","['PhD, Software Engineering', 'MSc, Computer Science, Software Engineering specialization']"
159,"['Corporate Finance', 'Strategy', 'Management', 'Business Planning', 'Mergers & Acquisitions', 'Project Management', 'Business Analysis', 'Finance', 'International Business', 'Investments', 'Business Process', 'English', 'Marketing', 'Financial Services', 'Business Strategy', 'Management Consulting', 'Procurement', 'Change Management', 'Real Estate', 'Financial Analysis', 'Corporate Finance', 'Business Planning', 'Mergers & Acquisitions', 'Project Management', 'Business Analysis', 'Finance', 'International Business', 'Investments', 'Business Process', 'Marketing', 'Financial Services', 'Business Strategy', 'Management Consulting', 'Procurement', 'Change Management', 'Real Estate', 'Financial Analysis', 'Financial Modeling', 'Strategy', 'Management', 'English']","['Project Controller', 'Finance Professional', 'Manager', 'Senior Associate', 'Management']","Hard working person with a high work ethic and international experience. I am a down-to-earth person with a broad interest. I am a quick learner and I have the ability to critically analyze situations and i am not afraid to give my opinion. I am pragmatic and I think in workable solutions.I started my professional career in Curaçao in the field of business advice, management and international finance. Currently living in The Hague, The Netherlands.Hard working person with a high work ethic and international experience. I am a down-to-earth person with a broad interest. I am a quick learner and I have the ability to critically analyze situations and i am not afraid to give my opinion. I am pragmatic and I think in workable solutions.

I started my professional career in Curaçao in the field of business advice, management and international finance. Currently living in The Hague, The Netherlands. 

 
              ","['Executive Master Finance & Control, Register Controller', 'MSc, International Management - CEMS MIM Degree']"
160,[],"['Advocaat | Lawyer', 'Secondee (Legal Counsel) Renewables and Energy Solutions ', 'Clifford Chance LLP']",nan,"['2013 - 2014', 'Bachelor of Laws (LLB), Law']"
161,"['Immigration Law', 'Real Estate', 'Business', 'Litigation', 'Human Rights', 'Legal Advice', 'Legal Assistance', 'Politics', 'Employment Law', 'European Union', 'International Criminal Law', 'Licensing', 'Corporate Law', 'Refugees', 'International Law', 'Commercial Litigation', 'Intellectual Property', 'Corporate Governance', 'Mediation', 'Constitutional Law', 'Immigration Law', 'Real Estate', 'Business', 'Litigation', 'Human Rights', 'Legal Advice', 'Legal Assistance', 'Politics', 'Employment Law', 'European Union', 'International Criminal Law', 'Licensing', 'Corporate Law', 'International Law', 'Commercial Litigation', 'Intellectual Property', 'Corporate Governance', 'Mediation', 'Constitutional Law', 'French', 'Spanish', 'Refugees']","['Specialist Lawyer ""Nederstigt Legal & Compliance"" (NLC)', 'Managing Partner ""Nicodemos & Nederstigt Advogados Associados"" (N&N)', 'Anti-Human Trafficking Consortium TRAMA', 'Independent Legal Consultant on Governance and Human Rights issues', 'International lawyer, specializing in Brazilian (International) Law']","Dutch lawyer (LLM) licensed as attorney in Brazil. Any kind of reliable legal services in Brazil at European standards. Legal advice and law-practice in Brazil concerning Ethics, Compliance and Due Diligence. Brazilian and (international) Civil, Corporate, Criminal and Family Law. Currently reinforcing and finalizing curriculum in The Netherlands to become a registered Certified Compliance Professional (CCP).Dutch lawyer (LLM) licensed as attorney in Brazil. Any kind of reliable legal services in Brazil at European standards. 

Legal advice and law-practice in Brazil concerning Ethics, Compliance and Due Diligence. Brazilian and (international) Civil, Corporate, Criminal and Family Law. Currently reinforcing and finalizing curriculum in The Netherlands to become a registered Certified Compliance Professional (CCP).

 
              ","['Masters, Legal and Political Sciences at the Law-faculty', 'Compliance']"
162,"['English', 'Interpersonal Skills', 'Project Management', 'Dutch', 'italian', 'E-learning Implementation', 'Project Coordination', 'Project Management', 'E-learning Implementation', 'Project Coordination', 'Interpersonal Skills', 'English', 'Dutch', 'italian']","['Hotelschool The Hague', 'Policy Officer | Project Officer', 'Project Support Coordinator a.i.', 'Finance Project Manager | Accountant ', 'Finance Officer']","Fluent Dutch, English dedicated E-Learning Specialist | Project Coordinator with extensive experience in delivering results over a broad spectrum of Project Management and Project Coordination. Expertise & achievements lie in the areas of Public International Organizations and International Companies being able to deliver rapid and consistent structure for companies. Wide experience in E-Learning, Finance Project management, Coordination, and delivering a crystal-clear communication style. Fluent Dutch, English dedicated E-Learning Specialist | Project Coordinator with extensive experience in delivering results over a broad spectrum of Project Management and Project Coordination. Expertise & achievements lie in the areas of Public International Organizations and International Companies being able to deliver rapid and consistent structure for companies. Wide experience in E-Learning, Finance Project management, Coordination, and delivering a crystal-clear communication style. 

 
              ","[""Bachelor's degree, International Business Management"", 'International Business Management']"
163,"['ITIL', 'Incident Management', 'PRINCE2', 'Scrum', 'TMAP', 'RUP', 'Usability Testing', 'Web Applications', 'BiSL', 'Data Analysis', 'Internet', 'Follow Up', 'Business English', 'ICT Consultancy', 'Process Improvement', 'Document Management', 'Testing', 'ICT', 'Data Migration', 'Change Management', 'ITIL', 'Incident Management', 'PRINCE2', 'Scrum', 'TMAP', 'RUP', 'Usability Testing', 'Web Applications', 'BiSL', 'Data Analysis', 'ICT Consultancy', 'Document Management', 'Testing', 'ICT', 'Data Migration', 'Change Management', 'IT Service Management', 'Process Management', 'Consulting', 'User Acceptance Testing', 'Business English']","['IT Projectmanager LCM Windows 2012 Server OS', 'Technical Implementation Manager', 'IT Consultant', 'SSC-ICT', 'Atos']","Romeo Mohabir is a IT Consultant with 10 years experience in various sectors. He has successfully completed assignments at the Ministry of the Interior and Kingdom Relations, Heineken International, Dutch Competition Authority (NMa), Nationale Nederlanden and ORACLE Health Insurance.He is certified in BiSL, ITILv3, ASL, PRINCE2 and ISTQB. This combined with his experience in Testing and Support makes that he has the right mix of knowledge and skills in the field of Functional Application Management. Romeo likes to work between business and IT. He also likes to perform a key role between the two parties in order to translate IT issues with the supplier. Furthermore Romeo has very good communication skills and can quickly operate in new client environments. Romeo also has a proactive, solution-oriented attitude and owns excellent, reporting, planning, and organizing skills.Romeo Mohabir is a IT Consultant with 10 years experience in various sectors. He has successfully completed assignments at the Ministry of the Interior and Kingdom Relations, Heineken International, Dutch Competition Authority (NMa), Nationale Nederlanden and ORACLE Health Insurance.

He is certified in BiSL, ITILv3, ASL, PRINCE2 and ISTQB. This combined with his experience in Testing and Support makes that he has the right mix of knowledge and skills in the field of Functional Application Management. Romeo likes to work between business and IT. He also likes to perform a key role between the two parties in order to translate IT issues with the supplier. 

Furthermore Romeo has very good communication skills and can quickly operate in new client environments. Romeo also has a proactive, solution-oriented attitude and owns excellent, reporting, planning, and organizing skills.

 
              ","['Graduated, Bachelor of Information and Communication Technology']"
164,"['Business Development', 'Contract Management', 'Contract Negotiation', 'Project Planning', 'Market Research', 'Marketing Strategy', 'Marketing Communications', 'Proposal Writing', 'Research Proposals', 'Capacity Planning', 'Tender Submissions', 'Strategy', 'Intercultural communication', 'Public speaking', 'Project Management', 'Negotiation', 'Public Speaking', 'Intercultural Communication', 'Business Development', 'Contract Management', 'Contract Negotiation', 'Project Planning', 'Market Research', 'Marketing Strategy', 'Marketing Communications', 'Proposal Writing', 'Research Proposals', 'Capacity Planning', 'Tender Submissions', 'Intercultural communication', 'Project Management', 'Intercultural Communication', 'Strategy', 'Public speaking', 'Negotiation', 'Public Speaking']","['Selected for Executive Program Women of Colour in Leadership cohort 2024 ', 'Member', 'Co-Founder', 'Founder ', 'Board Member']","Passionate about empowering a new generation of feminine leadership, through identity empowerment and ancestral wisdom. A firm believer that solutions to the challenges that many individuals, organisations and societies are facing today can be found in ancient tribal wisdom. A life-long learner and researcher, always reading a least 2 books at a time and perpetually getting lost in research articles.I am also an intercultural, strategic connector with a passion for identifying unforeseen synergies.50% Dutch 50% Persian. 100% proud solo mother of 3 teenage sons.Fluent in Dutch, English, Farsi, Spanish and impact diplomacy. On a conversational level: Arabic, French and German….As a certified executive mentor, I work with women of colour, on the intersection of cultural identity, professional leadership and personal development through the nush:u mentorship programme. Acting as an external sounding board for professional women of colour, empowering them to unlock their full potential, reaching their aspired roles as their authentic selves, not despite of their multi-faceted identities but because of their multi-faceted identity and unique origin story.As co-founder of the human-innovation design collective Asei-Salehi I work together with Steven Asei-Dantoni Nkué on re-imagining systems and constructs within organisations through human innovation and corporate anthropology. Putting humanity at the core of business to improve employee wellbeing, team cohesion, retention and performance.As a keynote speaker and guest lecturer I cover topics such as feminine leadership, identity empowerment and corporate anthropology. On request, I share my vision on D, E & I from a design thinking perspective.As a moderator I facilitate symposiums as well as complex stakeholder dialogue sessions. My background in constructing multidisciplinary consortiums (at OMA/AMO, architecture/urban design), contract negotiations (between Dutch and MENA based companies), as well as catalysing public-private coalitions for social impact (Coalitions for Impact) have equipped me with an unique array of knowledge and competencies to successfully take any multilayered stakeholder impasse to a next level.Passionate about empowering a new generation of feminine leadership, through identity empowerment and ancestral wisdom. A firm believer that solutions to the challenges that many individuals, organisations and societies are facing today can be found in ancient tribal wisdom. A life-long learner and researcher, always reading a least 2 books at a time and perpetually getting lost in research articles.
I am also an intercultural, strategic connector with a passion for identifying unforeseen synergies.
50% Dutch 50% Persian. 100% proud solo mother of 3 teenage sons.
Fluent in Dutch, English, Farsi, Spanish and impact diplomacy. On a conversational level: Arabic, French and German….

As a certified executive mentor, I work with women of colour, on the intersection of cultural identity, professional leadership and personal development through the nush:u mentorship programme. Acting as an external sounding board for professional women of colour, empowering them to unlock their full potential, reaching their aspired roles as their authentic selves, not despite of their multi-faceted identities but because of their multi-faceted identity and unique origin story.

As co-founder of the human-innovation design collective Asei-Salehi I work together with Steven Asei-Dantoni Nkué on re-imagining systems and constructs within organisations through human innovation and corporate anthropology. Putting humanity at the core of business to improve employee wellbeing, team cohesion, retention and performance.

As a keynote speaker and guest lecturer I cover topics such as feminine leadership, identity empowerment and corporate anthropology. On request, I share my vision on D, E & I from a design thinking perspective.
As a moderator I facilitate symposiums as well as complex stakeholder dialogue sessions. My background in constructing multidisciplinary consortiums (at OMA/AMO, architecture/urban design), contract negotiations (between Dutch and MENA based companies), as well as catalysing public-private coalitions for social impact (Coalitions for Impact) have equipped me with an unique array of knowledge and competencies to successfully take any multilayered stakeholder impasse to a next level. 

 
              ","[""Women's Leadership Program "", ""Master's degree, International relations""]"
165,"['Partnermanagement', 'personeelsplanning software', 'Urenregistratie software', 'Sales', 'Business Development', 'Account Management', 'CRM', 'B2B', 'Sales Management', 'Marketing', 'Sales Process', 'Business Strategy', 'Entrepreneurship', 'Management Consulting', 'Direct Sales', 'Marketing Management', 'Market Research', 'Start-ups', 'Operations Management', 'Business Planning', 'Partnermanagement', 'Sales', 'Business Development', 'Account Management', 'CRM', 'B2B', 'Sales Management', 'Marketing', 'Sales Process', 'Business Strategy', 'Entrepreneurship', 'Management Consulting', 'Direct Sales', 'Marketing Management', 'Market Research', 'Start-ups', 'Operations Management', 'Business Planning', 'Social Media', 'Selling', 'SaaS', 'Salesforce.com', 'Strategy', 'Management', 'Negotiation', 'Building Relationships', 'Dutch']","['Making valuable connections with Dyflexis Partners - together we succeed!', 'Accountmanager', 'Account Manager', 'Key Account Manager', 'Freelance Sales Consultant']","Are you active as an organization in HRM, Personnel Planning or Payroll. Or are you an organization active as a system integrator for your customers? Are you independent and do you advise organizations in this area? Interested in my offer? Call me at +31682630037 or connect via LinkedinAs a professional in B2B software sales and partner management, I would like to take you through the possibilities of being successful with the products and services of Dyflexis. I would like to show you how this works and what your relations and customers can save! Are you active as an organization in HRM, Personnel Planning or Payroll. Or are you an organization active as a system integrator for your customers? Are you independent and do you advise organizations in this area? Interested in my offer? Call me at +31682630037 or connect via Linkedin

As a professional in B2B software sales and partner management, I would like to take you through the possibilities of being successful with the products and services of Dyflexis. I would like to show you how this works and what your relations and customers can save!",['nan']
166,"['(Background) Investigations', 'Travel Security', 'Interviewing', 'Research Projects', 'Reccomendations', 'Militairy Risk Management', 'Sensitive Information', 'Sales', 'Entrepreneurship', 'Brand Development', 'Business Strategy', 'Recue Swimming', 'Hospitality', 'Safety and Security Support', 'Teamwork', 'Team Management', 'Communication', 'Social Media', 'Public Relations', 'Project Management', 'Travel Security', 'Interviewing', 'Research Projects', 'Sensitive Information', 'Sales', 'Entrepreneurship', 'Brand Development', 'Business Strategy', 'Hospitality', 'Social Media', 'Public Relations', 'Project Management', 'Security risk management', 'Networking', 'Investigation', 'Crisis Management', 'Strategic Communications', 'OSINT', 'Policy Advice', 'Small Unit Tactics', 'Microsoft Office', 'Teamwork', 'Team Management', 'Communication', 'Strategic Planning', 'Management', 'Samenwerking', 'Nederlands']","['Security Specialist', 'National Reserves', 'GGD Haaglanden', 'Safety and Security management', 'Security Profiling researcher']","I am a security professional who thinks it is important to keep a hands on mentality when it comes to security. Working parttime in the Dutch armed forces, and fulltime as a security specialist wit Pinkerton allowed me to focus on security without losing the big picture. Previously I helped fight the covid 19 pandemic with the GGD where I was mitigating the effects of Covid-19 in The Hague and later advising organizations on Dutch Covid-19 policies. I also recently finished what i started at the Hartenlust vmbo by graduating for my MSc. (Leiden uni) in Crisis and Security Management where I specialized in Counter Terrorism. I really enjoy working in an international environment, and I am always looking for new opportunities to learn. Feel free to contact me!I am a security professional who thinks it is important to keep a hands on mentality when it comes to security. Working parttime in the Dutch armed forces, and fulltime as a security specialist wit Pinkerton allowed me to focus on security without losing the big picture. 

Previously I helped fight the covid 19 pandemic with the GGD where I was mitigating the effects of Covid-19 in The Hague and later advising organizations on Dutch Covid-19 policies. I also recently finished what i started at the Hartenlust vmbo by graduating for my MSc. (Leiden uni) in Crisis and Security Management where I specialized in Counter Terrorism. 

I really enjoy working in an international environment, and I am always looking for new opportunities to learn. 

Feel free to contact me!

 
              ","['Crisis and Security Management MSc, Governance of Extremism, Radicalization and Terrorism.', 'Bachelor of Arts - BA, Safety and Security management studies']"
167,"['Corporate Communications', 'Online Communications', 'Content Management', 'Marketing Communications', 'Online Marketing', 'Project Coordination', 'Interim Management', 'Social Media', 'Web Design', 'Writing', 'Visual Communication', 'Online Branding', 'Adobe Creative Suite', 'Project Management', 'Copywriting', 'Web Editing', 'Web Analytics', 'Internal Communications', 'Web Content Management', 'Project Implementation', 'Corporate Communications', 'Online Communications', 'Content Management', 'Marketing Communications', 'Online Marketing', 'Project Coordination', 'Interim Management', 'Social Media', 'Web Design', 'Visual Communication', 'Online Branding', 'Project Management', 'Copywriting', 'Web Editing', 'Web Analytics', 'Internal Communications', 'Web Content Management', 'Project Implementation', 'Website Development', 'Project Planning', 'Adobe Creative Suite', 'Writing']","['Communication Advisor', 'Interior Designer and Owner', 'Content Specialist', 'Coördinator CoSy and Online media', 'Content Manager']","Who am I? I’m a communication specialist with a focus on online communications and new media. The last few years I have worked on and have lead several on and offline communication projects. From print work and animation for education purposes to larger scaled web projects like a new intranet, public websites and a portal in SharePoint. Making strategic plans, but also hands on in producing content and developing new design. I have always had a passion for branding and corporate identity. I love to discover what motivates people and companies and to find out what they stand for. And importantly: how are they showing this? I truly believe that only when you stay true to yourself, your identity and values, honest and upfront, you can convince. This is a main ingredient to making your target groups, both internal and external, motivated, connected and valued. And the way you interact with people and the channels you use should inspire and show that they are an important part of the company’s success. Who am I? I’m a communication specialist with a focus on online communications and new media. 
The last few years I have worked on and have lead several on and offline communication projects. From print work and animation for education purposes to larger scaled web projects like a new intranet, public websites and a portal in SharePoint. Making strategic plans, but also hands on in producing content and developing new design. 

I have always had a passion for branding and corporate identity. I love to discover what motivates people and companies and to find out what they stand for. And importantly: how are they showing this? I truly believe that only when you stay true to yourself, your identity and values, honest and upfront, you can convince. This is a main ingredient to making your target groups, both internal and external, motivated, connected and valued. And the way you interact with people and the channels you use should inspire and show that they are an important part of the company’s success. 

 
              ","['Interior Design', 'Cinematography and Film/Video Production']"
168,"['Project Planning', 'Social Media', 'Coaching', 'Marketing', 'Advertising', 'Original Thinker', 'Concept Development', 'Strategic Thinking', 'Entrepreneurship', 'Social Networking', 'Mobile Applications', 'Cross-platform Development', 'Web Applications', 'Facebook Marketing', 'iPhone Application Development', 'Android Development', 'Culture', 'Music Programming', 'Public Relations', 'Online Marketing', 'Project Planning', 'Social Media', 'Coaching', 'Marketing', 'Advertising', 'Concept Development', 'Entrepreneurship', 'Social Networking', 'Mobile Applications', 'Cross-platform Development', 'Web Applications', 'Facebook Marketing', 'iPhone Application Development', 'Android Development', 'Music Programming', 'Public Relations', 'Online Marketing', 'Online Advertising', 'Marketing Communications', 'New Media', 'CMS', 'Prototyping', 'Instagram API', 'HTML', 'Tailwind CSS', 'CSS Grid Layout', 'UXPin', 'github', 'Netlify', 'Original Thinker', 'Strategic Thinking', 'Strategy', 'Dutch']","['DeLosseEenheid', 'Entrepreneur', 'Business Development Manager & Prototyper', 'Projectleader', 'Project leader']","​​fields of expertise : Product development, Business Strategy |  New Features & Apps |​​challenger, strateeg en doenerI​​k ben een ondernemende teamplayer met veel ervaring in het opzetten/starten van nieuwe producten. Met veel plezier heb ik eerst 5 jaar festivals georganiseerd, om vervolgens de laatste 10 jaar aan verschillende digitale producten te hebben gewerkt. De belangrijkste tip, die ik meegekreeg, is dat alles een logistiek proces is. De uitdaging is om een naadloos proces te creëren, die rekening houdt met steeds veranderende omstandigheden en frictieloos alle stakeholders de gewenste informatie aandraagt voor de meest optimale productbeleving. Heldere communicatie, doorgrondelijke navigatie en toegevoegde waarde zijn de kern ingrediënten voor elke succes. Ik zet mijn creativiteit, oplossingsgericht- en servicegerichtheid in om dit te bereiken.Als (New) Business Prototyper zorg ik ervoor dat met minimale inspanning en budgetten, het concept in een korte periode in de markt wordt gezet.Met behulp van een Proof of Concept of Minimal Viable Product kan snel ingespeeld worden feedback van de gebruiker en heldere keuzes worden gemaakt hoe door te ontwikkelen tot een volledig product.Als Strategy & Business Developer streef ik ernaar om op basis van het huidige product de bestaande markten en doelgroepen verder te bedienen en/of nieuwe markten en doelgroepen te definiëren. Hierbij ben ik kritisch, breng ik het product terug tot zijn essentie en vraag ik mezelf steeds af hoe kan het product, nog meer, waarde toevoegen voor een gebruiker en het bedrijf.Als Product Owner staat bij mij voorop het managen van de verschillende verwachtingen van alle stakeholders. Business, techniek en consumentengedrag kunnen haaks op elkaar staan. Met mijn marketingachtergrond en mijn ervaring, weet ik hoe cruciaal het is in te springen op de veranderende wensen van een consument en rekening te houden met aspecten die niet direct met de development te maken hebben, maar wel essentieel zijn voor het succes van het totale bedrijf.​​fields of expertise : 
Product development, Business Strategy |  New Features & Apps |
​​challenger, strateeg en doener

I​​k ben een ondernemende teamplayer met veel ervaring in het opzetten/starten van nieuwe producten. Met veel plezier heb ik eerst 5 jaar festivals georganiseerd, om vervolgens de laatste 10 jaar aan verschillende digitale producten te hebben gewerkt. De belangrijkste tip, die ik meegekreeg, is dat alles een logistiek proces is. De uitdaging is om een naadloos proces te creëren, die rekening houdt met steeds veranderende omstandigheden en frictieloos alle stakeholders de gewenste informatie aandraagt voor de meest optimale productbeleving. Heldere communicatie, doorgrondelijke navigatie en toegevoegde waarde zijn de kern ingrediënten voor elke succes. Ik zet mijn creativiteit, oplossingsgericht- en servicegerichtheid in om dit te bereiken.

Als (New) Business Prototyper zorg ik ervoor dat met minimale inspanning en budgetten, het concept in een korte periode in de markt wordt gezet.Met behulp van een Proof of Concept of Minimal Viable Product kan snel ingespeeld worden feedback van de gebruiker en heldere keuzes worden gemaakt hoe door te ontwikkelen tot een volledig product.

Als Strategy & Business Developer streef ik ernaar om op basis van het huidige product de bestaande markten en doelgroepen verder te bedienen en/of nieuwe markten en doelgroepen te definiëren. Hierbij ben ik kritisch, breng ik het product terug tot zijn essentie en vraag ik mezelf steeds af hoe kan het product, nog meer, waarde toevoegen voor een gebruiker en het bedrijf.

Als Product Owner staat bij mij voorop het managen van de verschillende verwachtingen van alle stakeholders. Business, techniek en consumentengedrag kunnen haaks op elkaar staan. Met mijn marketingachtergrond en mijn ervaring, weet ik hoe cruciaal het is in te springen op de veranderende wensen van een consument en rekening te houden met aspecten die niet direct met de development te maken hebben, maar wel essentieel zijn voor het succes van het totale bedrijf.

 
              ","['Bachelor, Marketing, Communications, Organisation and Finance', 'Full Stack Web development Certfication, Computer Software Engineering']"
169,"['Organisatorische vaardigheden', 'Projectplanning', 'Event Planning', 'Marketing', 'Social Media', 'Event Management', 'Project Management', 'Congressenmanagement', 'Beurzenmanagement', 'Experience Marketing', 'Adobe Photoshop', 'WordPress', 'Communicatie', 'Stage Management', 'Artist Management', 'SPSS', 'Final Cut Pro', 'Positionering', 'Microsoft Office', 'CSS', 'Projectplanning', 'Event Planning', 'Marketing', 'Social Media', 'Event Management', 'Project Management', 'Experience Marketing', 'Stage Management', 'Artist Management', 'Positionering', 'Adobe Photoshop', 'WordPress', 'SPSS', 'Final Cut Pro', 'Microsoft Office', 'CSS', 'HTML', 'Organisatorische vaardigheden', 'Communicatie', 'Nederlands', 'Engels']","['Project Manager', 'EventTouch', 'Junior Project Manager', 'Sales assistant', 'Assistant Programming and Production']","People who have worked with me describe me as a loyal, hardworking, accurate and enthusiastic person. I am currently working as an Event Registration Services Coordinator at EventTouch. From December 2015 to July 2016 I worked as a Junior Project Manager at Egare Marketing & Events. During this job I was involved in the development and implementation of (business) events. At the beginning of 2015 I obtained my Bachelor's degree for the study 'Media & Entertainment Management'. During this education I followed several minors to broaden my knowledge: Congress and Exhibition Management, Event Production, Artist Management and Experience Marketing. I completed my education by executing a positioning research for pop venue P60 in Amstelveen. I also did an internship at this pop venue for half a year and during this internship I developed my skills in Event Management and Stage Management. I also did an internship at Acku Studentenbureau in The Hague and Hitz for Kidz in The Hague. During these internships I developed my skills in Event Planning and Public Relations. Finally, during my studies I worked at HEMA as a sales employee. During this job I have increased my level of empathy, I have become stress resistant and I have learned to keep an overview and to work in a very customer friendly way.People who have worked with me describe me as a loyal, hardworking, accurate and enthusiastic person. 

I am currently working as an Event Registration Services Coordinator at EventTouch. 

From December 2015 to July 2016 I worked as a Junior Project Manager at Egare Marketing & Events. During this job I was involved in the development and implementation of (business) events. 

At the beginning of 2015 I obtained my Bachelor's degree for the study 'Media & Entertainment Management'. During this education I followed several minors to broaden my knowledge: Congress and Exhibition Management, Event Production, Artist Management and Experience Marketing. I completed my education by executing a positioning research for pop venue P60 in Amstelveen. I also did an internship at this pop venue for half a year and during this internship I developed my skills in Event Management and Stage Management. 

I also did an internship at Acku Studentenbureau in The Hague and Hitz for Kidz in The Hague. During these internships I developed my skills in Event Planning and Public Relations. 

Finally, during my studies I worked at HEMA as a sales employee. During this job I have increased my level of empathy, I have become stress resistant and I have learned to keep an overview and to work in a very customer friendly way.

 
              ","['Bachelor of Business Administration (BBA), Media & Entertainment Management', 'Senior secondary general education (havo), Culture & Society and Economics & Society']"
170,"['Analytical Skills', 'Leadership Development', 'Financial Analysis', 'Cross-functional Team Leadership', 'Service Delivery', 'Business Analysis', 'Scalability', 'Data Analysis', 'Revenue & Profit Growth', 'Distribution Channel Management', 'Food & Beverage', 'Restaurants', 'Hotels', 'Hospitality Management', 'Wine', 'Bartending', 'Event Management', 'Catering', 'Social Media Marketing', 'Public Relations', 'Leadership Development', 'Financial Analysis', 'Cross-functional Team Leadership', 'Service Delivery', 'Business Analysis', 'Scalability', 'Data Analysis', 'Revenue & Profit Growth', 'Distribution Channel Management', 'Food & Beverage', 'Restaurants', 'Hotels', 'Hospitality Management', 'Wine', 'Bartending', 'Event Management', 'Catering', 'Social Media Marketing', 'Public Relations', 'Marketing', 'Google Analytics', 'Google Ads', 'Analytical Skills', 'Communication', 'Team Leadership']","['Head of Revenue & Channel Management', 'AC Hotels', 'Front Office & Reservations Manager', 'W Hotels', 'Virtual Assistant']","Loving to explore new places and cultures I went on a 5-month back-packing trip just after graduating Hotelschool The Hague and ended up finding a job aligned with my passion for the hospitality industry in Bogotá, Colombia. After more than 10 years of incredible experiences through diverse roles at different chain hotels in Front Office, Marketing and eventually General Management, I am now leading all that has to do with revenue, distribution and channel management, scalability of requests and growth and expansion of all labels at The Corporate Housing Factory.Loving to explore new places and cultures I went on a 5-month back-packing trip just after graduating Hotelschool The Hague and ended up finding a job aligned with my passion for the hospitality industry in Bogotá, Colombia. 

After more than 10 years of incredible experiences through diverse roles at different chain hotels in Front Office, Marketing and eventually General Management, I am now leading all that has to do with revenue, distribution and channel management, scalability of requests and growth and expansion of all labels at The Corporate Housing Factory.

 
              ","['Bachelor of Business Administration (BBA), Hospitality', 'Master Certificate, Revenue and Distribution Management']"
171,"['Pedagogie', 'Enseignement', 'Anglais', 'Français langue étrangère', 'Formation', 'Portugais', 'Sens de l’organisation', 'Arabe', 'Espagnol', 'Néerlandais', 'Italien', 'Pedagogie']","['French FLE Instructor (French as foreign language)', ' French FLE Instructor (French as a foreign language) ', 'French teacher for French speaking children', 'Project Assistant Strategic Energy Technology Plan ', 'SBM Offshore']","Experience in establishing a pedagogical program Onsite and Virtual classes (Zoom, BVC Nordics Learning, Newrow)Individual or Group lessons Foreign LanguagePreparation for the Delf & Dalf ExamsAll Delf Exams : A1.1, A1, A2, B1, B2, C1, C2 Experience in establishing a pedagogical program 
Onsite and Virtual classes (Zoom, BVC Nordics Learning, Newrow)

Individual or Group lessons Foreign Language

Preparation for the Delf & Dalf Exams
All Delf Exams : A1.1, A1, A2, B1, B2, C1, C2 

 
              ","['Berlitz Qualified Virtual Classroom Instructor, Special Education and Teaching', 'Berlitz Certified Language Teacher , Enseignement du français comme seconde langue ou comme langue étrangère']"
