,hard_skills
393,"['Data-analyse', 'Financiële', 'Economische', 'Beleidsanalyse', 'Statistische', 'Onderzoeksmethoden']"
394,"['Businessplanontwikkeling', 'Financiële', 'Marketingstrategieën', 'Onderhandelingsvaardigheden', 'Projectmanagement', 'Innovatief']"
395,"['Onderzoeksvaardigheden', 'Analytische', 'Taalvaardigheden', 'Interdisciplinaire', 'Politieke', 'Economische', 'Juridische']"
396,"['Kritisch', 'Logisch', 'Argumentatie', 'Analytisch', 'Probleemoplossing', 'Kritisch', 'Schrijfvaardigheid']"
397,"['Kritisch', 'Logisch', 'Analytisch', 'Schrijfvaardigheid', 'Onderzoeksvaardigheden', 'Probleemoplossend']"
398,"['Gegevensanalyse', 'Milieumodellering', 'Klimaatverandering', 'Duurzaamheidsplanning', 'Energiebeheer']"
399,"['Ruimtelijk', 'GIS', 'Cartografie', 'Statistische', 'Milieubeoordeling', 'Ruimtelijke', 'Duurzaamheidsanalyse', 'Bodemkunde']"
400,"['Onderzoeksvaardigheden', 'Kritisch', 'Schrijfvaardigheden', 'Analytische', 'Interpretatievaardigheden', 'Presentatievaardigheden', 'Probleemoplossend']"
401,"['Onderzoeksvaardigheden', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Analytisch', 'Probleemoplossend', 'Onderzoeksmethodologie']"
402,"['Onderzoeksvaardigheden', 'Statistische', 'Gezondheidsbevordering', 'Beleidsanalyse', 'Epidemiologie', 'Gezondheidscommunicatie']"
403,"['Onderzoeksmethoden', 'Epidemiologie', 'Biostatistiek', 'Gezondheidsbeleid', 'Gezondheidseconomie']"
404,"['Projectmanagement', 'Onderzoeksvaardigheden', 'Analytisch', 'Interculturele', 'Duurzaamheidsmanagement', 'Strategisch', 'Financieel']"
405,"['Projectmanagement', 'Leiderschap', 'Onderhandelingsvaardigheden', 'Analytisch', 'Interculturele', 'Duurzaamheidsstrategieën', 'Financieel', 'Projectevaluatie']"
406,"['Taalvaardigheid', 'Vertaalvaardigheid', 'Analytisch', 'Onderzoeksvaardigheden', 'Historisch', 'Kritisch', 'Probleemoplossend']"
407,"['GIS', 'Ruimtelijke', 'Stedelijke', 'Milieubeheer', 'Demografische', 'Sociaal-economische']"
408,"['Werving', 'Arbeidsrecht', 'Training', 'Prestatiebeheer', 'Compensation', 'Employee', 'Conflictbeheersing']"
409,"['Technisch', '3D-modellering', 'Prototyping', 'Materialenkennis', 'Ergonomie', 'Productieprocessen', 'User-centered', 'Design']"
410,"['Onderzoeksvaardigheden', 'Statistische', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Onderhandelingsvaardigheden', 'Interviewtechnie']"
411,"['Onderzoeksmethoden', 'Statistische', 'Data-analyse', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden']"
412,"['Schrijfvaardigheid', 'Onderzoeksvaardigheden', 'Presentatievaardigheden', 'Mediaproductie', 'Grafisch', 'Marketingvaardigheden', 'Digitale']"
413,"['Onderzoeksvaardigheden', 'Analytisch', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Organisatievaardigheden']"
414,"['Onderzoeksvaardigheden', 'Data-analyse', 'Diagnostische', 'Interventievaardigheden', 'Communicatievaardigheden', 'Empathie', 'Probleemoplossend']"
415,"['Financiële', 'Marketingstrategieën', 'Onderhandelingsvaardigheden', 'Projectmanagement', 'Data-analyse', 'Internationale']"
416,"['Financiële', 'Marketingstrategie', 'Projectmanagement', 'Onderhandelingsvaardigheden', 'Supply', 'Internationale', 'Data-analyse']"
417,"['Vreemde', 'Onderzoeksvaardigheden', 'Interculturele', 'Diplomatie', 'Politieke', 'Economische', 'Juridische']"
418,"['Onderzoeksvaardigheden', 'Projectmanagement', 'Data-analyse', 'Interculturele', 'Economische', 'Beleidsanalyse']"
419,"['Analytisch', 'Onderzoeksvaardigheden', 'Politieke', 'Diplomatieke', 'Beleidsontwikkeling', 'Interculturele', 'Conflictanalyse']"
420,"['Kennis', 'Begrip', 'Analytisch', 'Onderzoeksvaardigheden,', 'Schriftelijke', 'Kritisch', 'Interculturele', 'Kennis', 'Vaardigheden', 'Begrip']"
421,"['Programmeren', 'Machine', 'Data-analyse', 'Natuurlijke', 'Computer']"
422,"['Juridisch', 'Analytisch', 'Juridisch', 'Pleiten', 'Onderhandelen', 'Juridische']"
423,"['Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Interculturele']"
424,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Probleemoplossend', 'Statistische', 'Taalvaardigheden']"
425,"['Onderzoeksvaardigheden', 'Analytisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Interdisciplinair', 'Statistische']"
426,"['Onderzoeksmethoden', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Probleemoplossend', 'Kritische', 'Statistische']"
427,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Analytische', 'Taalvaardigheden', 'Leiderschapsvaardigheden', 'Interpersoon']"
428,"['Onderzoeksmethoden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Statistische', 'Interdisciplinaire', 'Taalvaardigheid', 'Computervaardigheden']"
429,"['Onderzoeksmethoden', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Statistische', 'Vreemde']"
430,"['Kritisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Probleemoplossend']"
431,"['Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Statistische', 'Interculturele']"
432,"['Projectmanagement', 'Interculturele', 'Onderzoeksvaardigheden', 'Probleemoplossing', 'Leiderschap', 'Onderhandelingsvaardigheden', 'Data-analyse', 'Duurzaamheidsmanagement']"
433,"['Data-analyse', 'Projectmanagement', 'Financieel', 'Marketingvaardigheden', 'Onderhandelingsvaardigheden', 'Strategisch']"
434,"['Mediaproductie', 'Grafisch', 'Fotografie', 'Videobewerking', 'Schrijfvaardigheid', 'Onderzoeksvaardigheden', 'Kritisch']"
435,"['Wetenschappelijke', 'Innovatiemanagement', 'Projectmanagement', 'Data-analyse', 'Technische', 'Statistische']"
436,"['Onderzoeksvaardigheden', 'Curriculumontwikkeling', 'Didactische', 'Evaluatie-', 'Onderwijsbeleid', 'Technologische']"
437,"['Onderzoeksmethoden', 'Curriculumontwikkeling', 'Didactische', 'Evaluatie', 'Leerpsychologie', 'Onderwijsbeleid', 'ICT-vaardigheden']"
438,"['Grafisch', 'Videobewerking', 'Webdesign', 'Social', 'Contentcreatie', 'Digitale', 'Data-analyse']"
439,"['Financieel', 'Projectmanagement', 'Strategisch', 'Marketingmanagement', 'Human', 'Operations']"
440,"['Onderzoeksvaardigheden', 'Diagnostische', 'Interventievaardigheden', 'Communicatievaardigheden', 'Begeleidingsvaardigheden']"
441,"['Onderzoeksmethoden', 'Statistische', 'Diagnostische', 'Interventieplanning', 'Communicatievaardigheden', 'Observatievaardigheden', 'Ontwikkelings']"
442,"['Onderzoeksvaardigheden', 'Diagnostische', 'Interventievaardigheden', 'Communicatievaardigheden', 'Observatievaardigheden', 'Rapportagevaardigheden']"
443,"['Onderzoeksmethoden', 'Diagnostiek', 'Interventieplanning', 'Communicatievaardigheden', 'Observatievaardigheden', 'Klinische']"
444,"['Onderzoeksmethoden', 'Diagnostische', 'Interventievaardigheden', 'Communicatievaardigheden', 'Onderwijsvaardigheden', 'Begeleid']"
445,"['Onderzoeksvaardigheden', 'Diagnostische', 'Interventievaardigheden', 'Communicatieve', 'Analytische', 'Begeleidingsva']"
446,"['Onderzoeksmethoden', 'Diagnostische', 'Interventieplanning', 'Observatievaardigheden', 'Communicatievaardigheden', 'Onderwijsvaardigheden', 'Be']"
447,"['Personeelsbeheer', 'Arbeidsrecht', 'Training', 'Compensatie', 'Performance', 'Organisatiegedrag', 'Conflictbeheersing']"
448,"['Analytisch', 'Kritisch', 'Onderzoeksvaardigheden', 'Statistische', 'Economische', 'Politieke', 'Presentatievaardigheden', 'O']"
449,"['Analytisch', 'Kritisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Probleemoplossend', 'Ethiek', 'Politieke']"
450,"['Onderzoeksmethoden', 'Statistische', 'Argumentatie', 'Kritisch', 'Beleidsanalyse', 'Internationale', 'Politieke']"
451,"['Onderzoeksvaardigheden', 'Analytisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Statistische', 'Beleidsanalyse', 'Onderhandelingsvaardigheden']"
452,"['Onderzoeksmethoden', 'Statistische', 'Diplomatieke', 'Conflictanalyse', 'Beleidsanalyse', 'Intern']"
453,"['Politieke', 'Onderzoeksvaardigheden', 'Statistische', 'Kritisch', 'Schriftelijke', 'Mondelinge']"
454,"['Analytisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Statistische', 'Politieke', 'Beleidsanalyse']"
455,"['Politieke', 'Onderzoeksvaardigheden', 'Statistische', 'Juridische', 'Schriftelijke', 'Mondelinge']"
456,"['Analytisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Statistische', 'Juridische']"
457,"['Politieke', 'Beleidsvorming', 'Onderzoeksmethoden', 'Openbaar', 'Diplomatie', 'Klinische', 'Therapeutische', 'Onderzoeksmethoden', 'Gedragsobservatie', 'Empathie', 'Juridisch', 'Argumentatie', 'Contractonderhandeling', 'Juridische', 'Juridische', 'Kwantitatieve', 'Macro-']"
458,"['Data-analyse', 'Experimenteel', 'Neurowetenschappelijke', 'Klinische', 'Onderzoeksmethodologie', 'Kennis']"
459,"['Onderzoeksmethoden', 'Statistiek', 'Diagnostische', 'Therapeutische', 'Neuropsychologie', 'Cognitieve']"
460,"['Onderzoeksmethoden', 'Statistische', 'Diagnostische', 'Gespreksvaardigheden', 'Klinische']"
461,"['Onderzoeksmethoden', 'Statistische', 'Diagnostiek', 'Therapeutische', 'Neuropsychologie', 'Cognitieve', 'Communicatievaardigheden']"
462,"['Onderzoeksmethoden', 'Statistiek', 'Diagnostische', 'Gespreksvaardigheden', 'Klinische', 'Neuropsychologie', 'Cognitieve']"
463,"['Statistische', 'Onderzoeksmethoden', 'Diagnostische', 'Gespreksvaardigheden', 'Klinische', 'Cognitieve', 'Onder']"
464,"['Onderzoeksmethoden', 'Statistiek', 'Diagnostische', 'Klinische', 'Neuropsychologie', 'Cognitieve']"
465,"['Data-analyse', 'Onderzoeksmethoden', 'Statistiek', 'Diagnostische', 'Gespreksvaardigheden', 'Rapportage', 'Kritisch']"
466,"['Onderzoeksmethoden', 'Statistische', 'Diagnostische', 'Interviewtechnieken', 'Counselingvaardigheden', 'Onderzoeksethiek', 'Rapportagevaard']"
467,"['Onderzoeksmethoden', 'Data-analyse', 'Klinische', 'Counseling', 'Neuropsychologie', 'Sociale', 'Kritisch', 'Probleemoplossing']"
468,"['Onderzoeksmethoden', 'Statistiek', 'Kritisch', 'Diagnostische', 'Interviewtechnieken', 'Communicatievaardigheden', 'Empathie', 'Observatievaardigheden']"
469,"['Onderzoeksmethoden', 'Statistiek', 'Diagnostische', 'Klinische', 'Cognitieve', 'Neuropsychologische', 'Onderwijsvaardigheden']"
470,"['Onderzoeksmethoden', 'Statistische', 'Diagnostiek', 'Therapeutische', 'Communicatie', 'Kritisch']"
471,"['Data-analyse', 'Statistiek', 'Programmeervaardigheden', 'Human-Computer', 'Experimenteel', 'Gegevensvisualisatie', 'Onderzoeksmethoden']"
472,"['Juridisch', 'Contractonderhandeling', 'Bedrijfsstrategie', 'Risicobeheer', 'Compliance', 'Onderhandelingsvaardigheden', 'Projectmanagement']"
473,"['Juridisch', 'Analytisch', 'Juridisch', 'Mondelinge', 'Probleemoplossend']"
474,"['Cybersecurity', 'Risicoanalyse', 'Intelligence', 'Crisismanagement', 'Veiligheidsbeheer', 'Conflictanalyse']"
475,"['Ruimtelijke', 'GIS-vaardigheden', 'Statistische', 'Ruimtelijke', 'Stedelijke', 'Milieubeheer']"
476,"['Ruimtelijke', 'GIS', 'Stedenbouw', 'Milieubeoordeling', 'Ruimtelijke']"
477,"['Onderzoeksmethoden', 'Statistische', 'Data-analyse', 'Interviewtechnieken', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch']"
478,"['Onderzoeksmethoden', 'Data-analyse', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden']"
479,"['Onderzoeksvaardigheden', 'Statistische', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Interviewtechnieken', 'Interpersoonlijke']"
480,"['Onderzoeksmethoden', 'Data-analyse', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Interviewtechnieken']"
481,"['Onderzoeksvaardigheden', 'Statistische', 'Data-analyse', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Interviewtechnieken', 'Kritisch']"
482,"['Onderzoeksvaardigheden', 'Statistische', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Interviewtechnieken']"
483,"['Onderzoeksvaardigheden', 'Statistische', 'Kritisch', 'Schrijfvaardigheden']"
484,"['Onderzoeksmethoden', 'Statistische', 'Data-analyse', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden']"
485,"['Ruimtelijke', 'GIS', 'Stedenbouwkundig', 'Ruimtelijke', 'Projectmanagement', 'Data-analyse']"
486,"['Duurzaamheidsanalyse', 'Levenscyclusanalyse', 'Circulaire', 'Duurzaamheidsstrategieën', 'Energiebeheer']"
487,"['Taalanalyse', 'Fonologie', 'Semantiek', 'Sociolinguïstiek', 'Psycholinguïstiek', 'Taaltechnologie', 'Taalverwerving']"
488,"['Bijbelstudie', 'Theologisch', 'Onderzoeksmethoden', 'Kritisch', 'Communicatievaardigheden', 'Ethiek']"
489,"['Bijbelstudie', 'Theologisch', 'Onderzoeksvaardigheden', 'Kritisch', 'Interdisciplinaire', 'Leiderschap', 'Presentatievaardigheden']"
490,"['Vreemde', 'Klantenservice', 'Marketing', 'Evenementenplanning', 'Financieel']"
491,"['Lesgeven', 'Pedagogiek', 'Vakdidactiek', 'Onderzoeksvaardigheden', 'Communicatie', 'Classroom']"
492,"['Academisch', 'Onderzoeksmethoden', 'Kritisch', 'Probleemoplossing', 'Presentatievaardigheden', 'Interdisciplinaire', 'Onderhandelingsvaardigheden']"
493,"['Academisch', 'Onderzoeksmethoden', 'Kritisch', 'Communicatievaardigheden', 'Analytisch', 'Interdisciplinaire']"
494,"['Probleemoplossing', 'Onderzoeksvaardigheden', 'Technische', 'Interdisciplinaire', 'Kritisch', 'Communicatievaardigheden', 'Leiderschap']"
