,specific_keywords
295,"['Productontwerp', 'Ergonomie', 'Materiaalkeuze', 'Gebruikerservaring', 'Prototyping', 'Duurzaamheid', 'Vormgeving', 'Innovatie', 'User-centered', 'Industriële']"
296,"['Psychology', 'International', 'Bachelor', 'Research', 'Mental', 'Cognitive', 'Developmental', 'Cross-cultural', 'Psychopathology', 'Psychological']"
297,"['Medische', 'Biomedische', 'Medische', 'Gezondheidszorgtechnologie', 'Klinische', 'Medische', 'Medische', 'Patiëntveiligheid', 'Medische', 'Medische']"
298,"['Medische', 'Biomedische', 'Gezondheidszorg', 'Diagnostiek', 'Therapie', 'Medische', 'Patiëntenzorg', 'Biomedische', 'Beeldvormingstechnologie', 'Klinische']"
299,"['Liberal', 'Sciences', 'Global', 'Interdisciplinary', 'Critical', 'Problem-solving', 'International', 'Sustainability', 'Social', 'Cultural']"
300,"['Interdisciplinair', 'Brede', 'Kritisch', 'Creativiteit', 'Probleemoplossend', 'Onderzoeksvaardigheden', 'Communicatieve', 'Analytisch', 'Culturele', 'Maatschappelijke']"
301,"['Interdisciplinair', 'Academische', 'Kritisch', 'Brede', 'Onderzoeksvaardigheden', 'Probleemoplossend', 'Maatschappelijke', 'Culturele', 'Communicatieve', 'Persoonlijke']"
302,"['Liberal', 'Sciences', 'Interdisciplinary', 'Critical', 'Problem-solving', 'Research', 'Analytical', 'Communication', 'Global', 'Ethical']"
303,"['Liberal', 'Sciences', 'Interdisciplinary', 'Critical', 'Problem-solving', 'Analytical', 'Communication', 'Research', 'Global', 'Ethical']"
304,"['Interdisciplinair', 'Brede', 'Kritisch', 'Probleemoplossend', 'Duurzaamheid', 'Mondiale', 'Onderzoeksvaardigheden', 'Creativiteit', 'Communicatievaardigheden', 'Persoonlijke']"
305,"['Natuurwetenschappen,', 'Biologie,', 'Scheikunde,', 'Genetica,', 'Moleculaire', 'biologie,', 'Biotechnologie,', 'Biochemie,', 'Celbiologie,', 'Microbiologie,', 'Farmacologie']"
306,"['Elektronisch', 'Klinische', 'Health', 'Medische', 'Gegevensbeheer', 'Medische', 'Data-analyse', 'Gezondheidsinformatietechnologie', 'Medische', 'Privacy']"
307,"['Natuurwetenschappen,', 'Medische', 'wetenschappen,', 'Biologie,', 'Geneeskunde,', 'Moleculaire', 'biologie,', 'Anatomie,', 'Fysiologie,', 'Farmacologie,', 'Biomedische', 'technologie,', 'Biochemie']"
308,"['Geneeskunde', 'Biotechnologie', 'Medische', 'Medische', 'Biomedische', 'Klinisch', 'Medische', 'Medische', 'Medische', 'Medische']"
309,"['Natuurkunde,', 'scheikunde,', 'biologie,', 'nanotechnologie,', 'biomoleculen,', 'nanodeeltjes,', 'celbiologie,', 'nanomedicine,', 'biofysica,', 'nanomaterialen']"
310,"['Natuurwetenschap', 'Innovatie', 'Management', 'Wetenschap', 'Technologie', 'Onderzoek', 'Duurzaamheid', 'Strategie', 'Ondernemerschap', 'Productontwikkeling']"
311,"['Neurotransmitters', 'Gedragsgenetica', 'Hersenplasticiteit', 'Stressrespons', 'Emotionele', 'Cognitieve', 'Neurodegeneratieve', 'Hormoonregulatie', 'Epigenetica', 'Neuropsychologische']"
312,"['Gedrag', 'Cognitie', 'Emotie', 'Persoonlijkheid', 'Ontwikkeling', 'Therapie', 'Neurowetenschappen', 'Sociale', 'Gezondheid', 'Onderzoeksmethoden']"
313,"['Cognitie', 'Ontwikkelingspsychologie', 'Sociale', 'Klinische', 'Neuropsychologie', 'Gedragspsychologie', 'Persoonlijkheidspsychologie', 'Emotie', 'Psychopathologie', 'Experimenteel']"
314,"['Gedrag', 'Cognitie', 'Emotie', 'Persoonlijkheid', 'Ontwikkeling', 'Therapie', 'Neurowetenschappen', 'Sociale', 'Abnormale', 'Onderzoeksmethoden']"
315,"['Cognitieve', 'Gedragspsychologie', 'Ontwikkelingspsychologie', 'Klinische', 'Sociale', 'Neuropsychologie', 'Persoonlijkheidspsychologie', 'Emotie', 'Gezondheidspsychologie', 'Onderzoeksmethoden']"
316,"['Cognitie', 'Persoonlijkheid', 'Emotie', 'Ontwikkelingspsychologie', 'Sociale', 'Klinische', 'Neuropsychologie', 'Gedragsstoornissen', 'Therapie', 'Onderzoeksmethoden']"
317,"['Cognitie', 'Emotie', 'Gedrag', 'Persoonlijkheid', 'Ontwikkelingspsychologie', 'Abnormale', 'Sociale', 'Neuropsychologie', 'Therapie', 'Onderzoeksmethoden']"
318,"['Atomen', 'Moleculen', 'Chemische', 'Periodiek', 'Organische', 'Anorganische', 'Fysische', 'Analytische', 'Biochemie', 'Thermodynamica']"
319,"['Atomen', 'Moleculen', 'Periodiek', 'Chemische', 'Zuren', 'Organische', 'Anorganische', 'Thermodynamica', 'Katalyse', 'Analytische']"
320,"['Gebit', 'Tandheelkundige', 'Mondhygiëne', 'Kaakchirurgie', 'Orthodontie', 'Parodontologie', 'Endodontie', 'Prothetiek', 'Esthetische', 'Preventieve']"
321,"['Gebit', 'Tandheelkundige', 'Mondgezondheid', 'Kaakchirurgie', 'Orthodontie', 'Parodontologie', 'Endodontie', 'Prothetiek', 'Preventieve', 'Tandheelkundige']"
322,"['Gebit', 'Tanden', 'Kiezen', 'Mondgezondheid', 'Kaak', 'Orthodontie', 'Parodontologie', 'Endodontie', 'Esthetische', 'Orale']"
323,"['Gebitsgezondheid', 'Tandheelkundige', 'Mondhygiëne', 'Kaakchirurgie', 'Orthodontie', 'Parodontologie', 'Endodontie', 'Prothetiek', 'Preventieve', 'Orale']"
324,"['Medische', 'Biomedische', 'Klinische', 'Medische', 'Gezondheidszorgtechnologie', 'Medische', 'Patiëntveiligheid', 'Gezondheidsinformatietechnologie', 'Medische', 'E-health']"
325,"['Liberal', 'Interdisciplinair', 'Kleinschalig', 'Persoonlijke', 'Academische', 'Internationale', 'Honours', 'Maatschappelijke', 'Onderzoeksvaardigheden', 'Kritisch']"
326,"['Liberal', 'Interdisciplinary', 'Critical', 'Global', 'Academic', 'Research', 'Leadership', 'Community', 'International', 'Small-scale']"
327,"['Stedelijke', 'Stadsplanning', 'Stedelijke', 'Stedelijke', 'Sociale', 'Stedelijke', 'Stedelijke', 'Stedelijke', 'Stadsvernieuwing', 'Stedelijke']"
328,"['Voedingspatroon', 'Voedingsstoffen', 'Dieet', 'Gezondheidseffecten', 'Voedingsgerelateerde', 'Voedselkwaliteit', 'Voedingsvoorlichting', 'Voedselproductie', 'Voedingsinterventies', 'Voedingsbeleid']"
329,"['Gewasproductie', 'Bodemgezondheid', 'Gewasbescherming', 'Irrigatietechnieken', 'Duurzame', 'Precisielandbouw', 'Plantenveredeling', 'Voedselkwaliteit', 'Agrarische', 'Landbouwautomatisering']"
330,"['Diergedrag', 'Voeding', 'Fokkerij', 'Diergezondheid', 'Dierlijke', 'Dierlijke', 'Milieueffecten', 'Dierlijke', 'Dierlijke', 'Dierlijke']"
331,"['Biodiversiteit', 'Ecologie', 'Genetica', 'Evolutie', 'Celbiologie', 'Fysiologie', 'Taxonomie', 'Moleculaire', 'Biotechnologie', 'Ecosysteem']"
332,"['Evolutie', 'Genetica', 'Ecologie', 'Celbiologie', 'Anatomie', 'Fysiologie', 'Biodiversiteit', 'Microbiologie', 'Biotechnologie', 'Moleculaire']"
333,"['Dierenarts', 'Anatomie', 'Fysiologie', 'Pathologie', 'Farmacologie', 'Chirurgie', 'Diagnostiek', 'Voeding', 'Infectieziekten', 'Ethologie']"
334,"['Natuurwetenschappen,', 'duurzaamheid,', 'klimaatverandering,', 'biodiversiteit,', 'hernieuwbare', 'energie,', 'milieubeleid,', 'ecologisch', 'evenwicht,', 'circulaire', 'economie,', 'groene', 'technologie,', 'klimaatadaptatie']"
335,"['Interdisciplinair', 'Brede', 'Maatschappelijke', 'Duurzaamheid', 'Globalisering', 'Kritisch', 'Onderzoeksmethoden', 'Persoonlijke', 'Interculturele', 'Probleemoplossend']"
336,"['Fotosynthese', 'Plantenfysiologie', 'Gewasproductie', 'Plantenveredeling', 'Plantenziekten', 'Biodiversiteit', 'Klimaatverandering', 'Plantengenetica', 'Biotechnologie', 'Plantenecologie']"
337,"['Klimaatverandering', 'Duurzame', 'Milieueconomie', 'Circulaire', 'Groene', 'Natuurbehoud', 'Hernieuwbare', 'Sociale', 'Ecologische', 'Duurzaam']"
338,"['Natuurlijke', 'hulpbronnen,', 'Geologie,', 'Klimaatverandering,', 'Vulkanisme,', 'Seismologie,', 'Bodemkunde,', 'Paleontologie,', 'Geomorfologie,', 'Hydrologie,', 'Mineralogie']"
339,"['Natuurwetenschappen,', 'Geologie,', 'Mineralogie,', 'Bodemkunde,', 'Klimaatverandering,', 'Vulkanisme,', 'Seismologie,', 'Geomorfologie,', 'Paleontologie,', 'Geochronologie']"
340,"['Robotica', 'Kunstmatige', 'Internet', 'Big', 'Duurzame', 'Nanotechnologie', 'Biomedische', '3D-printen', 'Autonome', 'Cybersecurity']"
341,"['Diergedrag', 'Voeding', 'Fokkerij', 'Diergezondheid', 'Dierlijke', 'Dierlijke', 'Ecologie', 'Dierlijke', 'Dierlijke', 'Dierlijke']"
342,"['Calculus', 'Linear', 'Differential', 'Probability', 'Numerical', 'Optimization', 'Statistics', 'Mathematical', 'Complex', 'Partial']"
343,"['Natuurkunde,', 'technologie,', 'experimenten,', 'kwantummechanica,', 'thermodynamica,', 'elektriciteit,', 'optica,', 'materiaalkunde,', 'nanotechnologie,', 'energie']"
344,"['Machine', 'Neural', 'Natural', 'Computer', 'Robotics', 'Data', 'Expert', 'Deep', 'Reinforcement', 'Intelligent']"
345,"['Machine', 'Deep', 'Neural', 'Data', 'Natural', 'Computer', 'Robotics', 'Expert', 'Reinforcement', 'Ethical']"
346,"['Natuurkunde,', 'scheikunde,', 'wiskunde,', 'biologie,', 'informatica,', 'statistiek,', 'onderzoek,', 'experiment,', 'analyseren,', 'modelleren']"
347,"['Geneesmiddelenontwikkeling', 'Farmacologie', 'Medicinale', 'Farmaceutische', 'Klinische', 'Farmacokinetiek', 'Farmacogenetica', 'Toxicologie', 'Immunologie', 'Biotechnologie']"
348,"['Celbiologie', 'Genetica', 'Ecologie', 'Evolutie', 'Anatomie', 'Fysiologie', 'Biodiversiteit', 'Moleculaire', 'Microbiologie', 'Biotechnologie']"
349,"['Celbiologie', 'Ecologie', 'Genetica', 'Evolutie', 'Anatomie', 'Fysiologie', 'Biodiversiteit', 'Moleculaire', 'Microbiologie', 'Biotechnologie']"
350,"['Evolutie', 'Ecologie', 'Genetica', 'Celbiologie', 'Biochemie', 'Fysiologie', 'Biodiversiteit', 'Moleculaire', 'Microbiologie', 'Biotechnologie']"
351,"['Celbiologie', 'Genetica', 'Ecologie', 'Evolutie', 'Anatomie', 'Fysiologie', 'Moleculaire', 'Biodiversiteit', 'Biotechnologie', 'Ecosysteem']"
352,"['DNA', 'Evolutie', 'Ecosysteem', 'Celbiologie', 'Genetica', 'Biodiversiteit', 'Moleculaire', 'Ecologie', 'Fysiologie', 'Microbiologie']"
353,"['Celbiologie', 'Genetica', 'Ecologie', 'Evolutie', 'Plantkunde', 'Dierkunde', 'Microbiologie', 'Fysiologie', 'Moleculaire', 'Biotechnologie']"
354,"['Natuurlijke', 'selectie,', 'DNA', 'replicatie,', 'celmembraan,', 'fotosynthese,', 'genetische', 'variatie,', 'evolutie,', 'celcyclus,', 'genexpressie,', 'microbiologie,', 'ecologie']"
355,"['Medische', 'Biologische', 'Biomedische', 'Biomaterialen', 'Medische', 'Biotechnologie', 'Medische', 'Bio-informatica', 'Biomedische', 'Medische']"
356,"['Medische', 'Biotechnologie', 'Medische', 'Biomaterialen', 'Medische', 'Biomedische', 'Biomechanica', 'Regeneratieve', 'Genetische', 'Gezondheidszorgtechnologie']"
357,"['Genetica', 'Moleculaire', 'Celbiologie', 'Immunologie', 'Farmacologie', 'Biochemie', 'Biotechnologie', 'Epidemiologie', 'Pathologie', 'Medische']"
358,"['Geneeskunde', 'Biologie', 'Moleculaire', 'Genetica', 'Celbiologie', 'Immunologie', 'Farmacologie', 'Biochemie', 'Microbiologie', 'Biotechnologie']"
359,"['Genetische', 'Biologische', 'DNA-sequencing', 'Celkweek', 'Bioremediatie', 'Farmaceutische', 'Bio-informatica', 'Genetische', 'Bioprocessing', 'Moleculaire']"
360,"['Natuurbeheer,', 'bosbeheer,', 'ecologie,', 'biodiversiteit,', 'duurzaamheid,', 'landschap,', 'flora,', 'fauna,', 'natuurbehoud,', 'milieubeheer']"
361,"['Architectuur', 'Constructie', 'Duurzaamheid', 'Bouwmaterialen', 'Bouwtechnieken', 'Bouwmanagement', 'Stedenbouw', 'Bouwfysica', 'Bouwvoorschriften', 'Bouwplanning']"
362,"['Data-analyse', 'Voorspellende', 'Data', 'Statistische', 'Machine', 'Data', 'Business', 'Data', 'Besluitvormingsondersteuning', 'Big']"
363,"['Reactorkinetiek', 'Moleculaire', 'Thermodynamica', 'Katalyse', 'Chemische', 'Procesontwerp', 'Materiaalkunde', 'Scheidingstechnieken', 'Milieutechnologie', 'Petrochemie']"
364,"['Chemische', 'Moleculaire', 'Thermodynamica', 'Katalyse', 'Polymeerchemie', 'Procesontwerp', 'Chemische', 'Chemische', 'Materiaalkunde', 'Milieuchemie']"
365,"['Atomen', 'Moleculen', 'Periodiek', 'Chemische', 'Organische', 'Anorganische', 'Fysische', 'Analytische', 'Biochemie', 'Polymeren']"
366,"['Farmacologie', 'Geneesmiddelenontwikkeling', 'Klinische', 'Farmaceutische', 'Medicinale', 'Farmacokinetiek', 'Farmacodynamiek', 'Geneesmiddeleninteracties', 'Farmaceutische', 'Kwaliteitsborging']"
367,"['Algoritmen', 'Programmeertalen', 'Datastructuren', 'Kunstmatige', 'Machine', 'Webontwikkeling', 'Netwerkbeveiliging', 'Databasemanagement', 'Software', 'Computerarchitectuur']"
368,"['Machine', 'Big', 'Neurale', 'Data', 'Predictive', 'Deep', 'Natural', 'Computer', 'Reinforcement', 'Data']"
369,"['Elektrische', 'Elektronica', 'Elektromagnetisme', 'Signaalverwerking', 'Energieomzetting', 'Controlesystemen', 'Vermogenselektronica', 'Micro-elektronica', 'Telecommunicatie', 'Duurzame']"
370,"['Natuurbehoud,', 'klimaatverandering,', 'duurzaamheid,', 'milieubeleid,', 'biodiversiteit,', 'ecologisch', 'evenwicht,', 'hernieuwbare', 'energie,', 'luchtkwaliteit,', 'waterbeheer,', 'afvalbeheer']"
371,"['Natuurlijke', 'producten,', 'Geneesmiddelenontwikkeling,', 'Farmacologie,', 'Farmaceutische', 'technologie,', 'Medicinale', 'chemie,', 'Farmacokinetiek,', 'Klinische', 'farmacie,', 'Toxicologie,', 'Farmacogenomica,', 'Farmaceutische', 'analyse']"
372,"['Geneesmiddelen', 'Farmaceutische', 'Farmacologie', 'Farmacotherapie', 'Klinische', 'Medicijnontwikkeling', 'Toxicologie', 'Farmacokinetiek', 'Farmacodynamiek', 'Farmaceutische']"
373,"['Voedselverwerking', 'Voedselproductie', 'Voedselkwaliteit', 'Voedselveiligheid', 'Voedseltechnologie', 'Voedingsmiddelenindustrie', 'Voedingswetenschap', 'Voedselinnovatie', 'Voedselanalyse', 'Voedselbewaring']"
374,"['Natuurwetenschappen,', 'milieukunde,', 'duurzaamheid,', 'klimaatverandering,', 'biodiversiteit,', 'energietransitie,', 'circulaire', 'economie,', 'ecologie,', 'natuurbehoud,', 'groene', 'technologie']"
375,"['Gameontwikkeling', 'Virtuele', 'Spelmechanica', 'Grafische', 'Kunstmatige', 'Gamefysica', 'Gamemarketing', 'Gamification', 'Gamepsychologie', 'Multiplayer-games']"
376,"['Natuurlijke', 'hulpbronnen,', 'Ruimtelijke', 'ordening,', 'Klimaatverandering,', 'Stedelijke', 'ontwikkeling,', 'Duurzaamheid,', 'Landschapsanalyse,', 'Waterbeheer,', 'Bevolkingsgroei,', 'Milieueffectrapportage,', 'Geografische', 'informatiesystemen']"
377,"['Productontwikkeling', 'Ergonomie', 'Gebruikerservaring', 'Prototyping', 'Duurzaamheid', 'Materialen', 'Vormgeving', 'Interactieontwerp', 'Innovatie', 'Industriële']"
378,"['Productieoptimalisatie', 'Kwaliteitsbeheer', 'Procesverbetering', 'Supply', 'Operations', 'Lean', 'Logistiek', 'Ergonomie', 'Duurzaamheid', 'Industriële']"
379,"['Duurzaam', 'Waterbeheer', 'Bodemkwaliteit', 'Landbouwproductie', 'Voedselzekerheid', 'Klimaatverandering', 'Waterverontreiniging', 'Milieubeleid', 'Irrigatiesystemen', 'Ruimtelijke']"
380,"['Natuurlijke', 'omgeving,', 'stedenbouw,', 'groene', 'infrastructuur,', 'duurzaamheid,', 'landschapsontwerp,', 'ruimtelijke', 'ordening,', 'landschapsanalyse,', 'gebiedsontwikkeling,', 'landschapsbeheer,', 'ecologische', 'planning']"
381,"['Liberal', 'Sciences', 'Global', 'Interdisciplinary', 'Critical', 'Problem-solving', 'Sustainable', 'International', 'Cultural', 'Social']"
382,"['Interdisciplinair', 'Liberal', 'Brede', 'Kritisch', 'Probleemoplossing', 'Academische', 'Flexibiliteit', 'Persoonlijke', 'Wereldburgerschap', 'Maatschappelijke']"
383,"['Interdisciplinair', 'Brede', 'Kritisch', 'Probleemoplossing', 'Maatschappelijke', 'Creativiteit', 'Communicatieve', 'Onderzoeksmethoden', 'Ethiek', 'Globalisering']"
384,"['Interdisciplinair', 'Kritisch', 'Academische', 'Brede', 'Onderzoeksvaardigheden', 'Maatschappelijke', 'Probleemoplossend', 'Creatief', 'Communicatieve', 'Internationale']"
385,"['Interdisciplinair', 'Breedte', 'Kritisch', 'Academische', 'Persoonlijke', 'Maatschappelijke', 'Analytisch', 'Probleemoplossend', 'Communicatieve', 'Onderzoeksvaardigheden']"
386,"['Interdisciplinary', 'Critical', 'Analytical', 'Communication', 'Problem-solving', 'Global', 'Research', 'Creativity', 'Ethical', 'Cultural']"
387,"['Interdisciplinary', 'Critical', 'Global', 'Communication', 'Research', 'Problem-solving', 'Cultural', 'Ethical', 'Analytical', 'Teamwork']"
388,"['Natuurwetenschappen,', 'interdisciplinair,', 'onderzoek,', 'kritisch', 'denken,', 'probleemoplossing,', 'wetenschappelijke', 'methoden,', 'academische', 'vaardigheden,', 'analytisch', 'denken,', 'communicatie,', 'samenwerking']"
389,"['Interdisciplinair', 'Liberal', 'Kritisch', 'Academische', 'Persoonlijk', 'Internationalisering', 'Probleemoplossing', 'Onderzoeksvaardigheden', 'Samenwerking', 'Maatschappelijke']"
390,"['Interdisciplinair', 'Breedte', 'Maatschappelijke', 'Kritisch', 'Duurzaamheid', 'Globalisering', 'Onderzoeksvaardigheden', 'Creativiteit', 'Probleemoplossing', 'Communicatievaardigheden']"
391,"['Natuurwetenschappen,', 'Biologie,', 'Chemie,', 'Genetica,', 'Moleculaire', 'biologie,', 'Biotechnologie,', 'Biochemie,', 'Microbiologie,', 'Farmacologie,', 'Bio-informatica']"
392,"['Biotechnology', 'Genetics', 'Molecular', 'Biochemistry', 'Cell', 'Microbiology', 'Pharmaceutical', 'Bioinformatics', 'Biomedical', 'Environmental']"
393,"['Calculus', 'Lineaire', 'Differentiaalvergelijkingen', 'Statistiek', 'Meetkunde', 'Combinatoriek', 'Kansrekening', 'Abstracte', 'Numerieke', 'Discrete']"
394,"['Natuurwetenschappen,', 'Medisch,', 'Biologie,', 'Geneeskunde,', 'Gezondheid,', 'Onderzoek,', 'Moleculair,', 'Celbiologie,', 'Farmacologie,', 'Anatomie']"
395,"['Biomedische', 'Medische', 'Medische', 'Biotechnologie', 'Medische', 'Medische', 'Medische', 'Klinische', 'Medische', 'Geneeskunde']"
396,"['DNA-sequencing', 'Genexpressie', 'Proteïne-interacties', 'Genetische', 'Celbiologie', 'Biotechnologie', 'Genoomonderzoek', 'Moleculaire', 'Genetische', 'Genregulatie']"
397,"['DNA-sequencing', 'Genexpressie', 'Proteïne-interacties', 'Genetische', 'Celbiologie', 'Genoomonderzoek', 'Moleculaire', 'Biotechnologie', 'Genregulatie', 'Genetische']"
398,"['Genexpressie', 'Proteïne-interacties', 'Genetische', 'Celbiologie', 'Moleculaire', 'Genoomsequencing', 'Signaaltransductie', 'Genregulatie', 'Proteïnestructuur', 'Moleculaire']"
399,"['Moleculaire', 'Chemische', 'Nanotechnologie', 'Biomoleculen', 'Spectroscopie', 'Polymeren', 'Katalyse', 'Materialenwetenschap', 'Biochemie', 'Analytische']"
400,"['Astronomie', 'Astrofysica', 'Kwantummechanica', 'Kosmologie', 'Sterrenstelsels', 'Zwaartekracht', 'Optica', 'Astrobiologie', 'Planetenstelsels', 'Astrofotografie']"
401,"['Astronomie', 'Astrofysica', 'Kosmologie', 'Sterrenstelsels', 'Planetenstelsels', 'Zwaartekracht', 'Optica', 'Astrobiologie', 'Ruimtetelescoop', 'Hemellichamen']"
402,"['Astrofysica', 'Kosmologie', 'Planetenstelsels', 'Stervorming', 'Zwaartekrachtsgolven', 'Zwarte', ""Supernova's"", 'Ruimtetelescoop', 'Hemellichamen', 'Astrobiologie']"
403,"['Natuurkunde,', 'fysica,', 'wetenschap,', 'energie,', 'krachten,', 'beweging,', 'elektromagnetisme,', 'thermodynamica,', 'optica,', 'quantummechanica']"
404,"['Natuurkunde,', 'fysica,', 'wetenschap,', 'energie,', 'krachten,', 'beweging,', 'elektromagnetisme,', 'quantummechanica,', 'thermodynamica,', 'optica']"
405,"['Klassieke', 'Elektromagnetisme', 'Thermodynamica', 'Quantummechanica', 'Optica', 'Astrofysica', 'Deeltjesfysica', 'Kernfysica', 'Statistische', 'Vloeistofdynamica']"
406,"['Natuurwetenschap', 'Innovatiemanagement', 'Interdisciplinair', 'Technologie', 'Onderzoek', 'Wetenschappelijke', 'Bedrijfsinnovatie', 'Duurzaamheid', 'Technologische', 'Ondernemerschap']"
407,"['Natuur,', 'fotosynthese,', 'plantenfysiologie,', 'genetica,', 'veredeling,', 'biotechnologie,', 'gewasbescherming,', 'ecologie,', 'plantenpathologie,', 'plantenmorfologie']"
408,"['Moleculen', 'Chemische', 'Periodiek', 'Organische', 'Anorganische', 'Fysische', 'Biochemie', 'Analytische', 'Thermodynamica', 'Katalyse']"
409,"['Atomen', 'Moleculen', 'Periodiek', 'Chemische', 'Organische', 'Anorganische', 'Fysische', 'Biochemie', 'Analytische', 'Polymeren']"
410,"['Atomen', 'Moleculen', 'Periodiek', 'Chemische', 'Organische', 'Anorganische', 'Fysische', 'Analytische', 'Biochemie', 'Polymeren']"
411,"['Moleculen', 'Reactiesnelheid', 'Periodiek', 'Chemische', 'Organische', 'Anorganische', 'Thermodynamica', 'Chemisch', 'Zuur-base', 'Analytische']"
412,"['Chemische', 'Procesoptimalisatie', 'Materiaalkunde', 'Katalyse', 'Chemische', 'Duurzame', 'Polymeerchemie', 'Chemische', 'Procescontrole', 'Milieutechnologie']"
413,"['Natuurkunde:', 'energie,', 'zwaartekracht,', 'elektromagnetisme,', 'quantummechanica,', 'thermodynamica,', 'optica,', 'kinematica,', 'magnetisme,', 'geluid,', 'materie\r\n\r\nScheikunde:', 'atomen,', 'moleculen,', 'reacties,', 'elementen,', 'bindingen,', 'organische', 'chemie,', 'anorganische', 'chemie,', 'thermodynamica,', 'katalyse,', 'biochemie\r\n\r\nBiologie:', 'cel,', 'DNA,', 'evolutie,', 'genetica,', 'ecologie,', 'anatomie,', 'fysiologie,', 'microbiologie,', 'biotechnologie,', 'immunologie\r\n\r\nGeneeskunde:', 'anatomie,', 'fysiologie,', 'pathologie,', 'farmacologie,', 'diagnose,', 'behandeling,', 'chirurgie,', 'radiologie,', 'epidemiologie,', 'genetica\r\n\r\nInformatica:', 'algoritme,', 'programmeren,', 'datastructuren,', 'netwerken,', 'databases,', 'kunstmatige', 'intelligentie,', 'machine', 'learning,', 'software', 'engineering,', 'cybersecurity,', 'computerarchitectuur\r\n\r\nWiskunde:', 'algebra,', 'meetkunde,', 'calculus,', 'statistiek,', 'lineaire', 'algebra,', 'discrete', 'wiskunde,', 'differentiaalvergelijkingen,', 'kansrekening,', 'getaltheorie,', 'complexe', 'analyse\r\n\r\nAardwetenschappen']"
414,"['Natuurwetenschappen,', 'onderzoek,', 'experiment,', 'theorie,', 'laboratorium,', 'data-analyse,', 'wetenschappelijke', 'methode,', 'technologie,', 'innovatie,', 'duurzaamheid\r\n\r\nBedrijfskunde,', 'management,', 'marketing,', 'financiën,', 'ondernemerschap,', 'strategie,', 'bedrijfsanalyse,', 'marktonderzoek,', 'organisatie,', 'leiderschap\r\n\r\nInnovatie,', 'ondernemerschap,', 'creativiteit,', 'technologie,', 'start-ups,', 'disruptieve', 'innovatie,', 'productontwikkeling,', 'marktanalyse,', 'businessmodel,', 'duurzaamheid']"
415,"['Ruimtelijke', 'Stedelijke', 'Sociale', 'Bevolkingsdynamiek', 'Duurzaamheid', 'Ruimtelijke', 'Sociale', 'Regionale', 'Milieubeleid', 'Geografische']"
416,"['Bodemkunde', 'Hydrologie', 'Klimaatverandering', 'Milieubescherming', 'Waterbeheer', 'Luchtverontreiniging', 'Bodemerosie', 'Ecologie', 'Duurzaamheid', 'Landbouwtechnieken']"
417,"['Natuurkunde,', 'astronomie,', 'hemellichamen,', 'sterrenstelsels,', 'zonnestelsel,', 'kosmologie,', 'telescoop,', 'ruimtetelescoop,', 'astrofysica,', 'planeten']"
418,"['Natuurkunde,', 'astronomie,', 'kosmologie,', 'sterrenstelsels,', 'planeten,', 'zonnestelsel,', 'telescopen,', 'astrofysica,', 'hemellichamen,', 'ruimtevaart']"
419,"['Duurzaamheid', 'Innovatie', 'Circulaire', 'Groene', 'Maatschappelijk', 'Energie-efficiëntie', 'Klimaatverandering', 'Sociale', 'Duurzaam', 'Milieubeheer']"
420,"['Natuurkunde,', 'Techniek,', 'Wetenschap,', 'Elektromagnetisme,', 'Kwantummechanica,', 'Thermodynamica,', 'Optica,', 'Mechanica,', 'Elektronica,', 'Materiaalkunde']"
421,"['Natuurkunde,', 'technologie,', 'engineering,', 'wiskunde,', 'mechanica,', 'elektriciteit,', 'quantummechanica,', 'thermodynamica,', 'optica,', 'materiaalkunde']"
422,"['Natuurkunde,', 'Calculus,', 'Lineaire', 'algebra,', 'Differentiaalvergelijkingen,', 'Statistiek,', 'Numerieke', 'analyse,', 'Complexe', 'analyse,', 'Optimalisatie,', 'Discrete', 'wiskunde,', 'Partiële', 'differentiaalvergelijkingen']"
423,"['Duurzaam', 'Toeristische', 'Gastvrijheid', 'Toeristisch', 'Toeristische', 'Cultuurtoerisme', 'Avontuurlijk', 'Toeristisch', 'Toeristische', 'Toeristische']"
424,"['Liberal', 'Interdisciplinair', 'Kleinschalig', 'Persoonlijk', 'Academische', 'Internationalisering', 'Kritisch', 'Onderzoeksvaardigheden', 'Maatschappelijke', 'Persoonlijke']"
425,"['Interdisciplinair', 'Technologie', 'Duurzaamheid', 'Innovatie', 'Globalisering', 'Probleemoplossend', 'Wetenschap', 'Sociale', 'Ondernemerschap', 'Internationalisering']"
426,"['Liberal', 'Interdisciplinary', 'Critical', 'Global', 'Research-based', 'Small-scale', 'Personalized', 'International', 'Academic', 'Study']"
427,"['Voeding', 'Gezondheid', 'Voedingsstoffen', 'Dieet', 'Voedingspatroon', 'Nutriënten', 'Voedingswaarde', 'Voedingsadvies', 'Voedingsgerelateerde', 'Voedingsinterventies']"
428,"['Mechanica', 'Thermodynamica', 'Materiaalkunde', 'Energieomzetting', 'Dynamica', 'Ontwerp', 'Productieprocessen', 'Robotica', 'Fluidmechanica', 'Technische']"
429,"['Algebra', 'Calculus', 'Statistiek', 'Meetkunde', 'Lineaire', 'Kansrekening', 'Differentiaalvergelijkingen', 'Getaltheorie', 'Combinatoriek', 'Topologie']"
430,"['Algebra', 'Calculus', 'Statistiek', 'Meetkunde', 'Lineaire', 'Kansrekening', 'Differentiaalvergelijkingen', 'Discrete', 'Getaltheorie', 'Topologie']"
